Player,RND,KPR,APR,FKPR,KMAX
"Foxy9
DRX",42,0.67,0.31,0.10,22
"Yum07
Roch",26,0.65,0.54,0.08,17
"JinNy
FSS",44,0.80,0.30,0.07,26
"ANGE1
NAVI",42,0.76,0.19,0.17,25
"Meddo
SK",48,0.77,0.25,0.06,23
"sociablEE
FF",54,0.67,0.22,0.00,19
"dods
KRÜ.B",40,0.85,0.23,0.25,18
"Toki
FLCV",61,0.80,0.20,0.13,19
"Suka
RLF",47,0.72,0.64,0.13,20
"TeddyIsFluffy
GT.G",44,0.75,0.34,0.02,21
Mihlog,47,0.72,0.32,0.11,20
"Eso177
OXR",24,0.75,0.04,0.04,18
"cauanzin
LOUD",45,0.71,0.29,0.13,16
"runneR
VIT",22,0.86,0.18,0.18,19
"Tura
FSX",24,0.54,0.58,0.17,13
"Nunmeister
B8",21,0.67,0.14,0.14,14
"Scarlett
GMX.L",76,0.75,0.21,0.21,20
"GangPin
RC",34,0.62,0.35,0.03,21
Tiezzi,40,0.95,0.23,0.20,31
"MrChair
R8 B",15,1.00,0.13,0.13,15
"Kohaibi
SMG.GC",58,0.76,0.19,0.07,21
"vaZ
ZEN.GC",16,0.63,0.06,0.19,10
"chase
OLP",44,0.59,0.45,0.07,19
"Adenina
9z.GC",22,0.64,0.41,0.05,14
"sogo
TACO",24,0.75,0.54,0.04,18
"DESTRUCT1VEE
GAL",75,0.65,0.29,0.08,20
"Kanove
Blac",16,0.94,0.19,0.13,15
"StarBound
FLY.R",41,0.71,0.22,0.05,19
"shiba
END",22,0.91,0.73,0.14,20
"sabAAA
MNC",22,0.73,0.18,0.14,16
"MiniBoo
TH",44,0.89,0.23,0.20,20
"sarah
GX.GC",70,0.69,0.34,0.10,24
Phoxic,20,0.80,0.70,0.05,16
"MrFaliN
FUT",24,0.67,0.21,0.08,16
"siraphop
XIA",21,0.86,0.19,0.05,18
"Urango
GLRS",69,0.84,0.17,0.13,24
"Rco
OXEN",22,0.82,0.05,0.23,18
"Zanatsu
RED",38,0.74,0.32,0.18,19
Gwangboong,20,0.80,0.25,0.15,16
"Serenity
GHR",22,0.86,0.18,0.09,19
"Aru
SLT",44,0.68,0.45,0.07,21
