Player,RND,KPR,APR,FKPR,KMAX
"Speedy
CARA",66,0.73,0.47,0.03,17
"Joliinaa
GX.GC",179,0.84,0.61,0.04,26
lg1c,161,0.86,0.22,0.24,24
"UR
ZETA.GC",43,0.81,0.37,0.12,20
Jww,71,0.92,0.20,0.18,24
zaphiz,43,0.98,0.12,0.14,29
"samed
DIV",80,0.96,0.11,0.19,26
"DoHee
NC.GC",15,0.67,0.47,0.27,10
"Kibojn
MDL",121,0.73,0.36,0.07,17
"Mel
MIBR",61,0.79,0.33,0.16,25
Shrike,116,0.79,0.36,0.10,24
"biazik
KRÜ.B",60,0.80,0.33,0.12,26
"jakee
C9",107,0.82,0.42,0.06,21
xKumu,24,0.92,0.21,0.29,22
"dazzLe
TTR",42,0.79,0.29,0.14,20
"taraaaaaaaaaaaaa
DRK",26,0.85,0.12,0.15,22
Lynus,22,0.73,0.50,0.09,16
"signed
JJH",107,0.79,0.36,0.07,19
smalls,54,0.72,0.31,0.02,16
"suther
RETA",135,0.70,0.70,0.10,22
"Yeji
SaD",174,0.86,0.28,0.07,26
"Apoth
EG",39,0.79,0.23,0.10,16
Dannyy,69,0.80,0.55,0.06,21
"Asce
THAN",42,0.83,0.33,0.07,18
Jade,101,0.79,0.63,0.10,22
"PYTH0N
Pred",79,0.70,0.42,0.09,18
"Bing Chilling
TAMU",48,0.77,0.54,0.08,19
"misu
DSG",131,0.79,0.34,0.06,22
"PIETY
NYX",20,0.75,0.75,0.00,15
Aska,28,0.96,0.39,0.07,27
"austifrosti
TAMU",48,1.02,0.25,0.33,33
