,,RND,KPR,APR,FKPR,KMAX
Monokuma,ascent_stats,171,0.99,0.15,0.15,24
Monokuma,bind_stats,79,0.75,0.15,0.15,18
Monokuma,icebox_stats,112,0.85,0.10,0.19,25
Monokuma,lotus_stats,128,1.09,0.13,0.16,30
Monokuma,sunset_stats,17,1.06,0.24,0.12,18
shiloh,ascent_stats,20,1.20,0.10,0.10,24
zini,ascent_stats,70,0.91,0.40,0.01,19
zini,breeze_stats,32,0.44,0.25,0.00,8
zini,icebox_stats,59,0.71,0.27,0.10,16
zini,lotus_stats,63,0.65,0.32,0.02,16
zini,split_stats,14,1.07,0.43,0.14,15
zini,sunset_stats,39,0.72,0.38,0.10,19
Huntah,ascent_stats,86,0.91,0.31,0.08,20
Huntah,icebox_stats,18,0.72,0.28,0.00,13
Huntah,lotus_stats,72,0.81,0.35,0.10,23
Huntah,split_stats,49,0.57,0.31,0.04,15
Huntah,sunset_stats,17,0.53,0.24,0.00,9
JAMEIZ,ascent_stats,16,1.00,0.13,0.31,16
JAMEIZ,bind_stats,16,0.50,0.25,0.06,8
JAMEIZ,lotus_stats,37,0.62,0.11,0.05,13
JAMEIZ,split_stats,21,0.57,0.48,0.10,12
doleful,ascent_stats,15,0.73,0.87,0.07,11
doleful,icebox_stats,46,0.70,0.15,0.04,18
doleful,lotus_stats,45,0.51,0.36,0.07,17
doleful,split_stats,28,0.89,0.14,0.04,25
JuW,ascent_stats,53,1.09,0.11,0.23,25
JuW,bind_stats,85,0.82,0.18,0.21,22
JuW,breeze_stats,28,0.61,0.21,0.14,17
JuW,icebox_stats,90,1.06,0.14,0.24,28
JuW,lotus_stats,106,0.92,0.22,0.22,27
JuW,split_stats,80,1.08,0.25,0.28,29
JuW,sunset_stats,16,1.00,0.50,0.13,16
Kyle,ascent_stats,19,1.05,0.26,0.05,20
Kyle,lotus_stats,38,0.61,0.47,0.00,13
Kyle,split_stats,20,0.30,0.05,0.00,6
brazera,ascent_stats,16,0.88,0.50,0.13,14
brazera,bind_stats,16,0.44,0.25,0.13,7
brazera,lotus_stats,18,0.44,0.17,0.00,8
brazera,split_stats,21,0.62,0.10,0.05,13
Fawcn,ascent_stats,17,0.88,0.41,0.00,15
Fawcn,bind_stats,26,0.35,0.38,0.04,9
Fawcn,split_stats,47,0.64,0.34,0.06,18
Jesse,ascent_stats,42,0.93,0.50,0.17,24
Jesse,bind_stats,93,0.80,0.22,0.06,31
Jesse,breeze_stats,61,0.74,0.21,0.07,17
Jesse,icebox_stats,56,0.95,0.30,0.13,19
Jesse,lotus_stats,118,0.66,0.38,0.06,19
Jesse,sunset_stats,107,0.65,0.27,0.09,17
bang,ascent_stats,19,1.11,0.37,0.11,21
bang,bind_stats,83,0.61,0.30,0.06,17
bang,icebox_stats,47,0.77,0.32,0.06,19
bang,lotus_stats,18,0.56,0.22,0.17,10
bang,split_stats,77,0.73,0.36,0.13,15
CRAYONSMOKER1,ascent_stats,16,1.06,0.50,0.19,17
CRAYONSMOKER1,split_stats,23,0.57,0.78,0.09,13
azuliate,ascent_stats,22,0.95,0.14,0.14,21
azuliate,icebox_stats,17,0.65,0.12,0.06,11
azuliate,lotus_stats,37,0.62,0.14,0.08,15
elllement,ascent_stats,37,1.14,0.05,0.14,21
elllement,bind_stats,139,0.89,0.22,0.17,30
elllement,icebox_stats,57,0.98,0.11,0.30,20
elllement,lotus_stats,81,1.14,0.14,0.23,31
elllement,split_stats,53,0.79,0.28,0.17,21
elllement,sunset_stats,125,0.78,0.17,0.16,23
Night,ascent_stats,47,0.81,0.51,0.09,16
Night,bind_stats,74,0.43,0.26,0.01,10
Night,breeze_stats,18,0.78,0.22,0.06,14
Night,icebox_stats,36,0.58,0.36,0.00,15
Night,lotus_stats,32,0.47,0.28,0.00,9
Night,split_stats,21,0.14,0.24,0.00,3
Night,sunset_stats,20,0.80,0.75,0.05,16
mityu,ascent_stats,15,0.73,0.40,0.07,11
mityu,bind_stats,19,0.89,0.68,0.11,17
mityu,breeze_stats,40,0.63,0.35,0.03,15
mityu,icebox_stats,37,0.81,0.51,0.00,18
mityu,lotus_stats,15,0.20,0.47,0.00,3
mityu,split_stats,66,0.50,0.42,0.03,21
Festival,ascent_stats,79,1.00,0.18,0.24,22
Festival,bind_stats,22,0.82,0.14,0.09,18
Festival,breeze_stats,29,1.14,0.10,0.31,20
Festival,lotus_stats,23,0.57,0.13,0.00,13
Festival,sunset_stats,26,0.65,0.12,0.04,17
alyaL,ascent_stats,41,1.17,0.37,0.12,28
alyaL,bind_stats,80,0.60,0.38,0.04,17
alyaL,breeze_stats,34,1.06,0.18,0.12,22
alyaL,icebox_stats,83,0.87,0.12,0.12,23
alyaL,lotus_stats,21,0.95,0.38,0.00,20
alyaL,split_stats,17,1.12,0.41,0.12,19
alyaL,sunset_stats,60,0.87,0.53,0.07,20
Nhatthong2k,ascent_stats,18,1.11,0.28,0.39,20
Nhatthong2k,bind_stats,45,0.80,0.16,0.24,20
Nhatthong2k,icebox_stats,22,0.77,0.18,0.18,17
Nhatthong2k,lotus_stats,56,0.73,0.20,0.18,20
Nhatthong2k,sunset_stats,78,0.77,0.12,0.24,20
al1en,ascent_stats,120,0.88,0.43,0.10,22
al1en,bind_stats,41,0.54,0.41,0.02,15
al1en,breeze_stats,36,0.67,0.22,0.06,12
al1en,icebox_stats,79,0.72,0.35,0.09,17
al1en,lotus_stats,55,0.67,0.33,0.05,26
al1en,split_stats,85,0.78,0.34,0.12,22
al1en,sunset_stats,18,0.28,0.44,0.06,5
Novi,ascent_stats,90,0.90,0.14,0.12,25
Novi,bind_stats,41,0.71,0.32,0.07,17
Novi,icebox_stats,146,0.64,0.13,0.05,20
Novi,lotus_stats,42,0.57,0.19,0.02,17
Novi,split_stats,110,0.73,0.23,0.14,22
Novi,sunset_stats,17,1.06,0.24,0.18,18
mizzy,ascent_stats,38,0.95,0.45,0.13,20
mizzy,bind_stats,15,0.93,0.27,0.13,14
mizzy,breeze_stats,46,0.61,0.20,0.07,13
mizzy,icebox_stats,41,0.88,0.34,0.12,18
mizzy,lotus_stats,54,0.61,0.22,0.11,16
mizzy,split_stats,62,0.74,0.66,0.10,18
mizzy,sunset_stats,19,1.37,0.37,0.16,26
RRc,ascent_stats,92,0.99,0.18,0.16,25
RRc,bind_stats,85,0.93,0.18,0.21,25
RRc,lotus_stats,65,0.78,0.15,0.18,18
RRc,split_stats,15,1.27,0.20,0.07,19
hannie,ascent_stats,74,0.80,0.36,0.04,21
hannie,bind_stats,18,0.50,0.44,0.06,9
hannie,breeze_stats,20,0.50,0.20,0.15,10
hannie,icebox_stats,39,0.74,0.46,0.03,15
hannie,lotus_stats,19,0.74,0.58,0.05,14
hannie,split_stats,23,1.13,0.13,0.17,26
hannie,sunset_stats,52,0.56,0.23,0.00,24
chip,ascent_stats,16,0.94,0.56,0.13,15
chip,bind_stats,45,0.78,0.24,0.11,21
chip,icebox_stats,90,0.81,0.37,0.14,25
chip,lotus_stats,107,1.00,0.36,0.17,28
chip,sunset_stats,31,0.81,0.35,0.16,17
wilted,ascent_stats,19,1.11,0.63,0.32,21
wilted,bind_stats,39,0.72,0.23,0.13,18
wilted,icebox_stats,19,0.47,0.37,0.05,9
wilted,sunset_stats,24,0.83,0.46,0.08,20
izze,ascent_stats,58,0.93,0.34,0.10,20
izze,bind_stats,19,0.89,0.16,0.00,17
izze,breeze_stats,49,0.78,0.16,0.06,20
izze,icebox_stats,63,1.02,0.10,0.22,28
izze,lotus_stats,39,0.79,0.28,0.10,18
izze,sunset_stats,14,1.21,0.14,0.14,17
Sana3k,ascent_stats,19,1.05,0.53,0.00,20
Sana3k,lotus_stats,20,0.55,0.15,0.05,11
Sana3k,split_stats,23,0.74,0.13,0.04,17
Sana3k,sunset_stats,23,0.83,0.22,0.00,19
plant,ascent_stats,20,0.95,0.60,0.10,19
plant,icebox_stats,23,0.74,0.30,0.09,17
plant,lotus_stats,21,0.81,0.38,0.14,17
Kipperman,ascent_stats,21,1.14,0.10,0.24,24
Kipperman,breeze_stats,22,0.91,0.09,0.32,20
Kipperman,icebox_stats,23,0.78,0.17,0.26,18
Kipperman,lotus_stats,58,0.83,0.10,0.21,25
Kipperman,split_stats,68,0.82,0.10,0.19,21
Kipperman,sunset_stats,33,0.82,0.18,0.15,19
Vedi,ascent_stats,68,0.96,0.35,0.06,30
Vedi,bind_stats,41,0.66,0.34,0.05,14
Vedi,icebox_stats,69,0.71,0.25,0.01,19
Vedi,lotus_stats,62,0.65,0.29,0.00,15
Vedi,split_stats,38,0.79,0.37,0.08,18
Vedi,sunset_stats,56,0.70,0.36,0.04,14
aNguiSt,ascent_stats,37,1.16,0.11,0.14,25
aNguiSt,bind_stats,139,0.88,0.17,0.08,26
aNguiSt,icebox_stats,57,1.07,0.21,0.12,23
aNguiSt,lotus_stats,81,0.84,0.12,0.10,22
aNguiSt,split_stats,53,0.72,0.36,0.13,16
aNguiSt,sunset_stats,125,0.78,0.19,0.10,21
JKronic,ascent_stats,55,0.82,0.33,0.09,20
JKronic,bind_stats,115,0.67,0.47,0.04,17
JKronic,breeze_stats,40,0.45,0.20,0.05,10
JKronic,icebox_stats,58,0.34,0.02,0.02,12
JKronic,lotus_stats,83,0.52,0.52,0.02,14
JKronic,split_stats,86,0.72,0.62,0.05,20
Cutch,ascent_stats,23,0.96,0.22,0.17,22
Cutch,icebox_stats,38,0.66,0.24,0.13,17
Cutch,lotus_stats,36,0.67,0.06,0.11,15
Glacial,ascent_stats,16,0.88,0.38,0.06,14
Glacial,bind_stats,89,0.62,0.45,0.10,22
Glacial,lotus_stats,61,0.46,0.33,0.08,16
Glacial,sunset_stats,22,0.59,0.55,0.05,13
Avoo,ascent_stats,16,1.06,0.69,0.31,17
Avoo,bind_stats,16,0.56,0.25,0.25,9
Avoo,lotus_stats,19,0.26,0.63,0.11,5
SaP,ascent_stats,30,0.87,0.47,0.27,13
Sevire,ascent_stats,32,1.09,0.34,0.22,22
Sevire,bind_stats,39,0.72,0.54,0.08,16
Sevire,icebox_stats,87,0.63,0.40,0.05,22
Sevire,lotus_stats,56,0.59,0.29,0.07,15
Sevire,sunset_stats,69,0.72,0.48,0.09,19
Rose,ascent_stats,30,0.70,0.50,0.07,11
Rose,bind_stats,23,1.09,0.22,0.09,25
Rose,icebox_stats,40,0.80,0.18,0.05,17
Rose,lotus_stats,21,0.48,0.52,0.05,10
Rose,split_stats,37,0.65,0.24,0.03,15
Rose,sunset_stats,23,0.52,0.26,0.00,12
Dinxx,ascent_stats,55,1.15,0.13,0.18,24
Dinxx,bind_stats,115,0.96,0.14,0.10,25
Dinxx,breeze_stats,40,1.03,0.18,0.35,21
Dinxx,icebox_stats,58,0.57,0.00,0.10,13
Dinxx,lotus_stats,83,0.86,0.17,0.20,23
Dinxx,split_stats,86,1.02,0.20,0.16,28
Veqaj,ascent_stats,120,1.10,0.21,0.27,27
Veqaj,bind_stats,41,0.71,0.20,0.20,19
Veqaj,breeze_stats,36,0.78,0.25,0.28,16
Veqaj,icebox_stats,79,1.03,0.09,0.28,25
Veqaj,lotus_stats,55,0.84,0.20,0.20,32
Veqaj,split_stats,85,0.93,0.15,0.22,27
Veqaj,sunset_stats,18,0.56,0.00,0.11,10
Chloettw,ascent_stats,70,0.96,0.30,0.09,21
Chloettw,breeze_stats,16,1.19,0.50,0.19,19
Chloettw,icebox_stats,19,1.26,0.26,0.16,24
Chloettw,split_stats,14,0.71,0.36,0.14,10
Chloettw,sunset_stats,13,1.31,0.46,0.00,17
NezhaaPotz,ascent_stats,113,0.85,0.57,0.13,26
NezhaaPotz,bind_stats,73,0.82,0.27,0.14,24
NezhaaPotz,icebox_stats,198,0.95,0.25,0.13,39
NezhaaPotz,lotus_stats,133,0.80,0.47,0.11,20
NezhaaPotz,split_stats,34,0.62,0.29,0.06,14
MOLSI,ascent_stats,31,0.68,0.58,0.06,13
MOLSI,bind_stats,22,0.41,0.68,0.05,9
MOLSI,breeze_stats,19,0.58,0.47,0.11,11
MOLSI,icebox_stats,101,0.86,0.35,0.09,24
MOLSI,lotus_stats,79,0.62,0.44,0.06,18
MOLSI,sunset_stats,127,0.84,0.43,0.07,20
Fighter,ascent_stats,41,1.10,0.46,0.10,24
Fighter,bind_stats,178,0.64,0.34,0.11,19
Fighter,breeze_stats,70,0.83,0.24,0.11,22
Fighter,icebox_stats,317,0.89,0.19,0.24,36
Fighter,lotus_stats,251,0.73,0.31,0.15,30
Fighter,split_stats,253,0.74,0.28,0.09,21
Fighter,sunset_stats,254,0.70,0.35,0.13,21
Pa1ze,ascent_stats,56,1.07,0.27,0.39,21
Pa1ze,bind_stats,66,0.79,0.15,0.12,29
Pa1ze,breeze_stats,44,0.59,0.18,0.11,17
Pa1ze,icebox_stats,64,0.77,0.14,0.17,22
Pa1ze,lotus_stats,147,0.91,0.25,0.27,23
Pa1ze,sunset_stats,62,0.82,0.26,0.21,26
kve,ascent_stats,59,0.92,0.32,0.17,20
kve,bind_stats,19,0.53,0.16,0.11,10
kve,breeze_stats,43,0.63,0.07,0.07,18
kve,icebox_stats,44,0.73,0.16,0.11,17
kve,lotus_stats,52,0.73,0.15,0.13,23
Oyfum,ascent_stats,39,0.87,0.67,0.05,21
Oyfum,bind_stats,46,0.91,0.48,0.00,21
Oyfum,icebox_stats,14,0.64,0.21,0.00,9
Oyfum,lotus_stats,49,0.88,0.31,0.10,16
jdk,ascent_stats,44,1.16,0.18,0.27,28
jdk,bind_stats,45,0.89,0.20,0.11,25
jdk,lotus_stats,68,0.85,0.07,0.16,25
jdk,sunset_stats,50,1.16,0.10,0.18,29
PHO,ascent_stats,20,1.25,0.30,0.00,25
PHO,breeze_stats,19,0.37,0.21,0.05,7
PHO,icebox_stats,20,0.40,0.40,0.00,8
Vania,ascent_stats,58,0.86,0.38,0.17,20
Vania,bind_stats,77,0.91,0.38,0.04,25
Vania,breeze_stats,81,0.81,0.23,0.15,20
Vania,icebox_stats,177,0.88,0.27,0.11,31
Vania,lotus_stats,40,1.05,0.58,0.08,25
Vania,split_stats,111,0.92,0.43,0.06,25
Vania,sunset_stats,58,0.72,0.41,0.10,23
tisba,ascent_stats,23,1.09,0.52,0.13,25
tisba,split_stats,22,0.36,0.36,0.05,8
nzr,ascent_stats,15,0.93,0.47,0.00,14
nzr,bind_stats,21,0.71,0.38,0.00,15
nzr,breeze_stats,41,0.61,0.27,0.02,15
nzr,icebox_stats,40,0.63,0.20,0.10,14
nzr,lotus_stats,52,0.75,0.27,0.00,23
nzr,split_stats,15,0.67,0.27,0.07,10
Jia,ascent_stats,80,0.79,0.59,0.09,17
Jia,bind_stats,40,0.55,0.48,0.05,12
Jia,breeze_stats,24,0.92,0.21,0.08,22
Jia,icebox_stats,50,0.74,0.18,0.02,23
Jia,lotus_stats,94,0.74,0.46,0.15,20
Jia,split_stats,44,0.73,0.14,0.05,19
stew,ascent_stats,35,0.60,0.17,,11
stew,bind_stats,118,0.89,0.25,,35
stew,breeze_stats,20,0.45,0.15,,9
stew,icebox_stats,89,0.79,0.17,,26
stew,lotus_stats,67,0.78,0.22,,24
stew,split_stats,24,0.92,0.08,,22
stew,sunset_stats,42,0.88,0.21,,21
JohnOlsen,ascent_stats,114,1.01,0.28,0.22,21
JohnOlsen,icebox_stats,125,0.88,0.16,0.22,22
JohnOlsen,lotus_stats,94,0.98,0.13,0.23,27
JohnOlsen,split_stats,66,0.95,0.17,0.20,26
JohnOlsen,sunset_stats,55,0.95,0.18,0.20,20
Mercure,ascent_stats,39,0.92,0.62,0.21,20
Mercure,bind_stats,43,0.72,0.26,0.07,18
Mercure,breeze_stats,38,1.18,0.37,0.18,27
Mercure,icebox_stats,47,0.57,0.40,0.02,16
Mercure,lotus_stats,54,0.61,0.39,0.09,17
Mercure,split_stats,63,0.67,0.51,0.10,16
Mercure,sunset_stats,17,0.65,0.24,0.06,11
Chloe,ascent_stats,80,0.83,0.73,0.11,25
Chloe,bind_stats,40,0.98,0.30,0.15,21
Chloe,breeze_stats,24,0.63,0.33,0.13,15
Chloe,icebox_stats,76,0.61,0.34,0.09,18
Chloe,lotus_stats,94,0.91,0.38,0.10,19
Chloe,split_stats,44,0.91,0.23,0.14,29
BabyHao,ascent_stats,48,0.88,0.77,0.13,20
BabyHao,bind_stats,42,0.98,0.24,0.19,24
BabyHao,breeze_stats,21,1.10,0.43,0.10,23
BabyHao,lotus_stats,88,0.92,0.28,0.25,36
LauGuz,ascent_stats,56,1.11,0.11,0.30,21
LauGuz,bind_stats,84,0.92,0.19,0.14,30
LauGuz,icebox_stats,96,0.81,0.15,0.13,26
LauGuz,lotus_stats,69,0.91,0.25,0.13,25
LauGuz,split_stats,36,0.92,0.36,0.19,17
LauGuz,sunset_stats,45,0.82,0.22,0.20,23
Khosoko,ascent_stats,43,1.21,0.16,0.21,32
Khosoko,bind_stats,18,0.72,0.44,0.22,13
Khosoko,icebox_stats,19,0.89,0.26,0.16,17
Khosoko,lotus_stats,46,0.78,0.30,0.11,20
Khosoko,split_stats,18,0.89,0.22,0.00,16
Khosoko,sunset_stats,103,0.86,0.22,0.16,28
grumble,ascent_stats,21,1.05,0.24,0.14,22
grumble,bind_stats,58,0.74,0.28,0.05,21
grumble,breeze_stats,118,0.80,0.32,0.10,19
grumble,icebox_stats,15,0.87,0.27,0.13,13
grumble,lotus_stats,112,0.69,0.33,0.04,23
grumble,split_stats,121,0.78,0.35,0.12,22
grumble,sunset_stats,131,0.65,0.17,0.06,23
Morphiw0w,ascent_stats,18,0.78,0.67,0.00,14
Morphiw0w,lotus_stats,76,0.61,0.53,0.03,16
Morphiw0w,split_stats,62,0.61,0.31,0.06,18
kiss,ascent_stats,177,1.09,0.20,0.32,31
kiss,bind_stats,130,0.90,0.17,0.17,22
kiss,breeze_stats,20,0.75,0.15,0.20,15
kiss,icebox_stats,23,0.96,0.17,0.39,22
kiss,lotus_stats,243,0.89,0.19,0.22,27
kiss,split_stats,237,0.84,0.16,0.21,25
kiss,sunset_stats,93,0.80,0.23,0.20,23
benas,ascent_stats,16,0.94,0.06,0.13,15
benas,bind_stats,42,0.64,0.14,0.05,15
benas,breeze_stats,24,0.83,0.21,0.21,20
benas,icebox_stats,19,0.58,0.00,0.11,11
benas,lotus_stats,22,0.77,0.27,0.18,17
benas,split_stats,23,0.61,0.26,0.04,14
benas,sunset_stats,22,0.68,0.32,0.05,15
Katashio,ascent_stats,96,0.89,0.38,0.15,26
Katashio,bind_stats,97,0.61,0.29,0.06,17
Katashio,breeze_stats,23,0.26,0.39,0.04,6
Katashio,icebox_stats,229,0.74,0.24,0.08,21
Katashio,lotus_stats,197,0.79,0.26,0.14,21
Katashio,split_stats,40,0.75,0.40,0.05,16
Katashio,sunset_stats,26,0.54,0.54,0.08,14
jEEE,ascent_stats,41,0.85,0.68,0.05,18
jEEE,bind_stats,55,0.64,0.38,0.07,20
jEEE,breeze_stats,75,0.69,0.31,0.07,19
jEEE,lotus_stats,39,0.59,0.15,0.03,15
jEEE,split_stats,109,0.61,0.31,0.05,16
jEEE,sunset_stats,69,0.62,0.30,0.06,22
Worship,ascent_stats,18,0.89,0.50,0.00,16
Worship,bind_stats,14,0.64,0.93,0.07,9
Worship,breeze_stats,72,0.72,0.26,0.00,22
Worship,icebox_stats,59,0.68,0.32,0.03,16
Worship,sunset_stats,21,0.43,0.33,0.05,9
r a f,ascent_stats,81,1.02,0.41,0.14,27
r a f,bind_stats,96,0.80,0.40,0.13,22
r a f,icebox_stats,129,0.68,0.32,0.12,21
r a f,lotus_stats,133,0.87,0.32,0.11,32
r a f,sunset_stats,102,0.63,0.32,0.12,14
HILTON,ascent_stats,39,1.10,0.15,0.10,31
HILTON,bind_stats,23,0.78,0.43,0.04,18
HILTON,icebox_stats,33,0.67,0.12,0.03,11
HILTON,lotus_stats,40,1.03,0.10,0.10,25
HILTON,sunset_stats,17,0.53,0.24,0.06,9
elfie,ascent_stats,42,1.02,0.33,0.24,22
elfie,breeze_stats,30,1.13,0.27,0.13,34
elfie,icebox_stats,85,1.06,0.18,0.14,33
elfie,lotus_stats,122,1.02,0.16,0.13,24
elfie,sunset_stats,35,0.60,0.09,0.03,15
Hydro,ascent_stats,16,0.94,0.19,0.19,15
Hydro,bind_stats,24,0.92,0.04,0.13,22
Hydro,icebox_stats,19,0.74,0.11,0.26,14
Hydro,lotus_stats,32,0.53,0.06,0.06,15
jannyXD,ascent_stats,24,1.00,0.00,0.33,24
jannyXD,bind_stats,23,0.57,0.17,0.22,13
jannyXD,icebox_stats,63,0.86,0.14,0.21,23
jannyXD,lotus_stats,18,0.67,0.17,0.11,12
jannyXD,split_stats,19,1.05,0.11,0.47,20
jannyXD,sunset_stats,103,0.68,0.24,0.09,18
madness,ascent_stats,34,0.88,0.32,0.06,16
madness,breeze_stats,20,0.95,0.50,0.00,19
madness,icebox_stats,16,0.81,0.31,0.06,13
madness,lotus_stats,38,0.61,0.21,0.08,12
madness,sunset_stats,53,0.91,0.36,0.15,26
Cade3k,ascent_stats,98,1.06,0.19,0.17,29
Cade3k,bind_stats,96,1.09,0.20,0.21,26
Cade3k,icebox_stats,58,1.03,0.16,0.14,24
Cade3k,lotus_stats,121,0.90,0.25,0.16,26
Cade3k,split_stats,59,0.93,0.20,0.14,21
Cade3k,sunset_stats,24,0.88,0.13,0.29,21
Sacake,ascent_stats,42,0.88,0.33,0.14,25
Sacake,bind_stats,93,0.47,0.35,0.05,18
Sacake,breeze_stats,61,0.51,0.23,0.08,19
Sacake,icebox_stats,56,0.73,0.20,0.13,15
Sacake,lotus_stats,118,0.65,0.32,0.07,22
Sacake,sunset_stats,107,0.73,0.15,0.09,21
aco,ascent_stats,43,0.91,0.51,0.02,24
aco,lotus_stats,15,0.80,0.40,0.13,12
aco,split_stats,63,0.59,0.46,0.06,16
lunah,ascent_stats,30,0.93,0.47,0.13,17
lunah,bind_stats,23,0.61,0.26,0.09,14
lunah,icebox_stats,40,0.88,0.15,0.15,18
lunah,lotus_stats,21,1.19,0.71,0.19,25
lunah,split_stats,37,0.86,0.46,0.24,24
lunah,sunset_stats,23,0.65,0.17,0.09,15
ph1vu,ascent_stats,22,1.05,0.36,0.18,23
ph1vu,bind_stats,41,0.61,0.17,0.07,17
ph1vu,lotus_stats,85,0.87,0.26,0.07,21
ph1vu,split_stats,22,0.82,0.09,0.00,18
ph1vu,sunset_stats,40,0.63,0.25,0.10,15
Dragon,ascent_stats,107,0.84,0.54,0.13,22
Dragon,bind_stats,40,0.90,0.60,0.10,19
Dragon,breeze_stats,23,0.70,0.13,0.04,16
Dragon,lotus_stats,44,0.82,0.41,0.00,21
Dragon,split_stats,44,0.64,0.41,0.02,16
Dragon,sunset_stats,19,0.74,0.26,0.05,14
Elab0rate,ascent_stats,146,0.99,0.27,0.13,25
Elab0rate,bind_stats,137,0.80,0.26,0.13,21
Elab0rate,breeze_stats,37,0.92,0.24,0.14,17
Elab0rate,icebox_stats,31,0.35,0.13,0.06,9
Elab0rate,lotus_stats,142,0.79,0.21,0.15,26
Elab0rate,sunset_stats,76,0.61,0.25,0.11,14
kaho,ascent_stats,72,0.90,0.44,0.14,24
kaho,bind_stats,60,0.88,0.27,0.15,23
kaho,breeze_stats,83,1.24,0.23,0.27,22
kaho,icebox_stats,156,0.96,0.34,0.13,21
kaho,lotus_stats,184,0.77,0.21,0.14,30
kaho,split_stats,110,0.88,0.29,0.17,27
kaho,sunset_stats,19,0.53,0.21,0.05,10
JonahP,ascent_stats,24,0.83,0.79,0.00,20
JonahP,bind_stats,38,0.55,0.58,0.08,11
JonahP,breeze_stats,64,0.61,0.23,0.08,15
JonahP,icebox_stats,121,0.80,0.32,0.11,19
JonahP,lotus_stats,59,0.75,0.36,0.03,17
JonahP,split_stats,92,0.46,0.45,0.03,18
JonahP,sunset_stats,114,0.73,0.26,0.04,23
kikowo,ascent_stats,74,0.86,0.61,0.09,25
kikowo,bind_stats,18,0.56,0.50,0.00,10
kikowo,breeze_stats,20,0.50,0.15,0.00,10
kikowo,icebox_stats,39,0.62,0.59,0.10,17
kikowo,lotus_stats,19,1.42,0.21,0.16,27
kikowo,split_stats,23,0.91,0.30,0.04,21
kikowo,sunset_stats,52,0.96,0.15,0.12,44
Ghosty,ascent_stats,44,1.00,0.05,0.18,29
Ghosty,breeze_stats,24,0.92,0.08,0.25,22
Ghosty,split_stats,26,0.92,0.15,0.19,24
Ghosty,sunset_stats,24,0.75,0.25,0.08,18
pluffy,ascent_stats,20,0.90,0.45,0.15,18
pluffy,bind_stats,62,0.90,0.27,0.11,24
pluffy,breeze_stats,45,0.71,0.36,0.00,17
pluffy,icebox_stats,83,0.78,0.41,0.07,24
pluffy,lotus_stats,101,0.68,0.36,0.11,19
pluffy,split_stats,26,0.58,0.31,0.04,15
STYLESY,ascent_stats,19,0.84,0.42,0.05,16
STYLESY,split_stats,22,0.59,0.41,0.00,13
Contair,ascent_stats,17,0.94,0.41,0.12,16
Contair,bind_stats,44,0.57,0.30,0.05,15
Contair,lotus_stats,33,0.42,0.21,0.09,7
Contair,split_stats,41,0.56,0.44,0.05,13
Louboutin,ascent_stats,40,0.95,0.30,0.10,19
Louboutin,bind_stats,21,0.48,0.29,0.10,10
Louboutin,breeze_stats,70,0.71,0.23,0.06,18
Louboutin,icebox_stats,59,0.80,0.20,0.14,16
Louboutin,lotus_stats,37,0.76,0.32,0.05,19
Louboutin,split_stats,21,0.43,0.48,0.05,9
Louboutin,sunset_stats,43,0.60,0.51,0.05,14
Exequies,ascent_stats,21,0.90,0.43,0.05,19
Exequies,breeze_stats,32,0.41,0.28,0.03,9
Exequies,icebox_stats,40,0.55,0.23,0.03,12
Exequies,lotus_stats,63,0.51,0.16,0.06,13
Temai,ascent_stats,20,0.80,0.55,0.15,16
Temai,bind_stats,62,0.63,0.34,0.05,17
Temai,breeze_stats,16,0.31,0.06,0.00,5
Temai,icebox_stats,107,0.66,0.29,0.08,22
Temai,lotus_stats,39,0.54,0.38,0.08,15
Temai,split_stats,23,0.65,0.43,0.09,15
Temai,sunset_stats,17,0.76,0.71,0.06,13
sogo,ascent_stats,61,0.97,0.26,0.16,24
sogo,bind_stats,130,0.85,0.34,0.08,26
sogo,breeze_stats,37,0.76,0.19,0.03,15
sogo,icebox_stats,133,0.71,0.16,0.05,22
sogo,lotus_stats,93,0.73,0.14,0.12,21
sogo,split_stats,57,0.75,0.21,0.21,18
sogo,sunset_stats,17,0.65,0.24,0.06,11
maripo,ascent_stats,19,0.95,0.26,0.05,18
maripo,breeze_stats,17,0.76,0.12,0.06,13
maripo,icebox_stats,40,0.78,0.25,0.05,22
maripo,lotus_stats,68,0.40,0.38,0.04,14
maripo,split_stats,20,0.40,0.60,0.05,8
richzin,ascent_stats,62,0.69,0.48,0.00,16
richzin,bind_stats,62,0.77,0.32,0.05,20
richzin,breeze_stats,105,0.73,0.24,0.06,18
richzin,icebox_stats,95,0.66,0.24,0.09,18
richzin,lotus_stats,158,0.55,0.35,0.08,17
richzin,split_stats,62,0.61,0.26,0.08,15
richzin,sunset_stats,139,0.71,0.27,0.12,24
Zneva,ascent_stats,34,0.94,0.47,0.06,17
Zneva,breeze_stats,16,1.00,0.25,0.19,16
Zneva,icebox_stats,16,1.38,0.13,0.06,22
Zneva,lotus_stats,44,0.73,0.11,0.09,18
Zneva,sunset_stats,61,0.64,0.28,0.07,19
odessaca,ascent_stats,39,0.82,0.54,0.10,22
odessaca,bind_stats,125,0.63,0.37,0.09,17
odessaca,breeze_stats,72,0.67,0.29,0.10,16
odessaca,icebox_stats,137,0.60,0.20,0.07,23
odessaca,lotus_stats,143,0.75,0.39,0.10,20
odessaca,split_stats,16,0.44,0.25,0.06,7
odessaca,sunset_stats,71,0.68,0.37,0.10,17
