,,RND,KPR,APR,FKPR,KMAX
PR3,lotus_stats,15,0.27,0.40,0.07,4
PR3,split_stats,40,0.65,0.13,0.08,17
ziborc,bind_stats,23,0.61,0.17,0.00,14
ziborc,icebox_stats,22,0.68,0.09,0.00,15
Jady,bind_stats,69,0.67,0.39,0.06,25
Jady,breeze_stats,19,0.95,0.42,0.16,18
Jady,icebox_stats,60,0.77,0.38,0.12,20
Jady,lotus_stats,42,0.52,0.31,0.07,16
Jady,split_stats,50,0.58,0.50,0.04,18
Jady,sunset_stats,67,0.72,0.39,0.04,17
Babax,bind_stats,69,0.62,0.23,0.03,24
Babax,breeze_stats,19,0.37,0.00,0.05,7
Babax,icebox_stats,60,0.60,0.22,0.05,17
Babax,lotus_stats,42,0.71,0.31,0.05,15
Babax,split_stats,50,0.56,0.36,0.04,21
Babax,sunset_stats,67,0.60,0.37,0.10,19
Pati,bind_stats,21,0.52,0.43,0.05,11
Pati,breeze_stats,13,0.85,0.46,0.00,11
Pati,icebox_stats,19,0.53,0.47,0.05,10
Pati,lotus_stats,30,0.53,0.63,0.07,16
Pati,sunset_stats,20,0.55,0.70,0.00,11
Bati,bind_stats,135,0.53,0.45,0.08,18
Bati,icebox_stats,61,0.34,0.31,0.03,12
Bati,lotus_stats,132,0.49,0.33,0.08,17
Bati,split_stats,143,0.49,0.43,0.06,17
Bati,sunset_stats,123,0.63,0.57,0.05,20
bailey,bind_stats,79,0.59,0.23,0.05,19
bailey,icebox_stats,35,0.43,0.29,0.00,8
bailey,lotus_stats,112,0.62,0.35,0.04,20
bailey,sunset_stats,39,0.87,0.28,0.13,18
BnMc7,bind_stats,19,0.74,0.26,0.00,14
BnMc7,icebox_stats,20,0.85,0.05,0.10,17
BnMc7,split_stats,19,0.47,0.16,0.16,9
BnMc7,sunset_stats,21,0.52,0.10,0.00,11
Phenomenon,bind_stats,16,0.63,0.06,0.06,10
Phenomenon,lotus_stats,14,0.57,0.07,0.21,8
sHOW,bind_stats,48,0.75,0.29,0.10,21
sHOW,lotus_stats,41,0.83,0.20,0.17,24
sHOW,split_stats,14,0.93,0.36,0.07,13
sHOW,sunset_stats,34,1.35,0.38,0.18,25
Dephny,bind_stats,137,0.55,0.52,0.07,18
Dephny,breeze_stats,17,0.82,0.24,0.24,14
Dephny,icebox_stats,58,0.83,0.41,0.10,18
Dephny,lotus_stats,30,0.80,0.47,0.07,24
Dephny,split_stats,65,0.94,0.48,0.11,29
Womack,bind_stats,48,0.67,0.27,0.08,16
Womack,lotus_stats,41,0.61,0.24,0.12,15
Womack,split_stats,14,0.93,0.71,0.14,13
Womack,sunset_stats,34,0.62,0.38,0.09,14
lauzen,bind_stats,82,0.73,0.21,0.01,23
lauzen,breeze_stats,23,0.70,0.13,0.04,16
lauzen,icebox_stats,42,0.64,0.07,0.07,15
lauzen,lotus_stats,21,0.57,0.24,0.05,12
lauzen,split_stats,68,0.68,0.21,0.06,19
lauzen,sunset_stats,104,0.57,0.12,0.05,18
ILLONIX,bind_stats,22,0.77,0.09,0.18,17
ILLONIX,sunset_stats,23,0.70,0.22,0.09,16
Pristine,bind_stats,46,0.43,0.59,0.04,10
Pristine,breeze_stats,15,0.40,0.20,0.00,6
Pristine,icebox_stats,22,0.73,0.36,0.05,16
Pristine,lotus_stats,82,0.50,0.28,0.06,13
Pristine,sunset_stats,66,0.58,0.33,0.02,16
Tu Tu Kueh,bind_stats,23,0.57,0.22,0.09,13
Tu Tu Kueh,lotus_stats,39,0.67,0.21,0.10,19
Tu Tu Kueh,split_stats,24,0.58,0.46,0.04,14
Tu Tu Kueh,sunset_stats,48,0.85,0.08,0.10,21
SpongeElfShirt,bind_stats,87,0.70,0.29,0.10,22
SpongeElfShirt,lotus_stats,30,0.63,0.53,0.03,19
SpongeElfShirt,split_stats,41,0.51,0.20,0.10,11
SpongeElfShirt,sunset_stats,19,0.58,0.11,0.00,11
Antsy,bind_stats,23,0.61,0.17,0.00,14
Antsy,icebox_stats,24,0.71,0.25,0.17,17
Antsy,lotus_stats,19,0.58,0.21,0.11,11
Sunny,bind_stats,48,0.60,0.19,0.15,14
Sunny,breeze_stats,28,0.54,0.21,0.07,15
Sunny,icebox_stats,20,0.85,0.05,0.10,17
Sunny,lotus_stats,47,0.53,0.13,0.09,17
Sunny,sunset_stats,39,0.54,0.15,0.03,17
Alyrie,bind_stats,23,0.78,0.00,0.04,18
Alyrie,breeze_stats,23,0.70,0.00,0.00,16
Alyrie,icebox_stats,24,0.58,0.17,0.08,14
Alyrie,lotus_stats,41,0.76,0.17,0.12,20
Alyrie,split_stats,124,0.69,0.18,0.10,24
Alyrie,sunset_stats,23,0.70,0.30,0.17,16
Ckqq,bind_stats,17,0.53,0.35,0.06,9
Ckqq,icebox_stats,35,0.26,0.20,0.00,5
Ckqq,lotus_stats,59,0.59,0.15,0.07,13
HappyMuffins,bind_stats,52,0.50,0.29,0.04,11
HappyMuffins,icebox_stats,17,0.29,0.06,0.00,5
HappyMuffins,lotus_stats,32,0.91,0.13,0.28,22
Natyzinha,bind_stats,21,0.71,0.00,0.14,15
Natyzinha,breeze_stats,13,0.92,0.69,0.31,12
Natyzinha,icebox_stats,19,0.47,0.47,0.00,9
Natyzinha,lotus_stats,30,0.63,0.20,0.07,19
Natyzinha,sunset_stats,20,1.00,0.20,0.20,20
kr1sP,bind_stats,55,0.76,0.20,0.31,29
kr1sP,icebox_stats,54,1.02,0.30,0.24,22
kr1sP,lotus_stats,38,1.21,0.18,0.37,25
kr1sP,split_stats,24,1.08,0.25,0.38,26
kayvzz,bind_stats,18,0.67,0.17,0.06,12
kayvzz,lotus_stats,42,0.83,0.07,0.19,19
kayvzz,sunset_stats,18,0.50,0.11,0.11,9
alberto,bind_stats,22,0.68,0.27,0.05,15
alberto,breeze_stats,21,0.67,0.38,0.14,14
alberto,lotus_stats,28,0.57,0.18,0.07,16
eigne,bind_stats,44,0.66,0.30,0.05,23
eigne,breeze_stats,15,0.87,0.00,0.07,13
eigne,lotus_stats,19,1.11,0.11,0.11,21
teddy,bind_stats,63,0.63,0.38,0.08,16
teddy,icebox_stats,45,0.82,0.16,0.11,22
teddy,lotus_stats,40,0.58,0.15,0.10,12
teddy,split_stats,43,0.42,0.26,0.02,16
teddy,sunset_stats,20,0.50,0.05,0.05,10
jotavê,bind_stats,43,0.53,0.21,0.12,17
jotavê,breeze_stats,19,0.37,0.21,0.00,7
jotavê,icebox_stats,22,0.68,0.32,0.00,15
jotavê,lotus_stats,66,0.83,0.35,0.06,20
jotavê,sunset_stats,18,1.00,0.61,0.06,18
lopesBoy,bind_stats,43,0.56,0.26,0.07,16
lopesBoy,breeze_stats,19,0.79,0.32,0.11,15
lopesBoy,lotus_stats,23,0.74,0.17,0.13,17
Nuevo,bind_stats,20,0.40,0.25,0.00,8
Nuevo,lotus_stats,48,0.73,0.17,0.04,18
Nuevo,split_stats,19,0.53,0.32,0.05,10
Nuevo,sunset_stats,28,0.89,0.18,0.00,25
aerichandesu,bind_stats,17,0.65,0.35,0.12,11
aerichandesu,lotus_stats,24,0.83,0.33,0.08,20
aerichandesu,split_stats,21,0.48,0.38,0.05,10
Snaptor,bind_stats,48,0.52,0.60,0.04,14
Snaptor,breeze_stats,15,0.67,0.80,0.00,10
Snaptor,icebox_stats,26,0.73,0.46,0.00,19
Snaptor,lotus_stats,50,0.84,0.30,0.04,17
Snaptor,split_stats,35,0.37,0.43,0.06,7
Kiles,bind_stats,42,0.57,0.17,0.10,15
Kiles,breeze_stats,21,0.67,0.24,0.10,14
Kiles,icebox_stats,63,0.78,0.40,0.10,18
Kiles,lotus_stats,91,0.90,0.21,0.14,21
Kiles,split_stats,98,0.63,0.17,0.05,18
Kiles,sunset_stats,80,0.74,0.26,0.09,17
lechon,bind_stats,21,0.62,0.29,0.10,13
iGod,bind_stats,42,0.60,0.43,0.07,19
iGod,lotus_stats,21,0.33,0.24,0.00,7
mclamlam,bind_stats,19,0.68,0.21,0.16,13
mclamlam,icebox_stats,17,1.12,0.06,0.29,19
mclamlam,lotus_stats,15,0.40,0.13,0.13,6
mclamlam,split_stats,40,0.95,0.13,0.30,21
Lugia,bind_stats,24,0.71,0.21,0.08,17
Lugia,lotus_stats,23,0.70,0.26,0.04,16
Tato,bind_stats,24,0.58,0.25,0.08,14
Tato,lotus_stats,18,0.28,0.22,0.00,5
milkteaboards,bind_stats,52,0.83,0.13,0.15,20
milkteaboards,breeze_stats,22,0.73,0.27,0.05,16
milkteaboards,icebox_stats,56,0.50,0.27,0.04,15
milkteaboards,lotus_stats,30,0.50,0.23,0.17,11
milkteaboards,split_stats,54,0.52,0.22,0.13,15
milkteaboards,sunset_stats,56,0.57,0.57,0.09,13
Tricsorr,bind_stats,18,0.61,0.39,0.11,11
Tricsorr,split_stats,46,0.63,0.41,0.02,18
jeyj7y,bind_stats,57,0.58,0.30,0.05,15
jeyj7y,breeze_stats,22,0.36,0.09,0.05,8
jeyj7y,icebox_stats,66,0.68,0.27,0.09,21
jeyj7y,lotus_stats,84,0.57,0.36,0.01,19
jeyj7y,split_stats,43,0.47,0.37,0.14,12
jeyj7y,sunset_stats,66,0.58,0.38,0.02,17
Ivan4ezz,bind_stats,45,0.58,0.38,0.07,18
Ivan4ezz,icebox_stats,22,0.82,0.23,0.05,18
Ivan4ezz,lotus_stats,41,0.78,0.17,0.24,16
RieNs,bind_stats,67,0.55,0.34,0.06,20
RieNs,breeze_stats,39,1.03,0.46,0.21,22
RieNs,icebox_stats,59,0.61,0.24,0.08,15
RieNs,lotus_stats,138,0.71,0.29,0.14,25
RieNs,split_stats,75,0.55,0.36,0.07,13
RieNs,sunset_stats,155,0.83,0.36,0.07,24
Branchies,bind_stats,23,0.61,0.35,0.04,14
Branchies,sunset_stats,17,0.76,0.18,0.06,13
GregJ,bind_stats,21,0.57,0.19,0.05,12
GregJ,lotus_stats,18,1.00,0.33,0.00,18
Gubb,bind_stats,28,0.57,0.18,0.14,16
Gubb,lotus_stats,21,0.52,0.00,0.14,11
nimrod,bind_stats,19,0.68,0.21,0.16,13
nimrod,icebox_stats,20,0.35,0.35,0.15,7
nimrod,split_stats,19,0.68,0.58,0.05,13
nimrod,sunset_stats,21,0.86,0.33,0.14,18
Sekki,bind_stats,19,0.53,0.37,0.11,10
Sekki,icebox_stats,20,1.00,0.20,0.25,20
Sekki,lotus_stats,24,0.75,0.67,0.13,18
Sekki,split_stats,18,1.00,0.72,0.22,18
Sekki,sunset_stats,42,0.81,0.48,0.12,18
Sly,bind_stats,66,0.50,0.48,0.02,16
Sly,breeze_stats,23,0.83,0.17,0.17,19
Sly,icebox_stats,26,0.88,0.23,0.19,23
Sly,lotus_stats,45,0.73,0.27,0.11,20
Sly,split_stats,64,0.59,0.41,0.13,20
Sly,sunset_stats,62,0.56,0.39,0.11,14
yokam,bind_stats,43,0.79,0.19,0.28,19
yokam,lotus_stats,81,0.94,0.19,0.23,23
yokam,split_stats,19,1.05,0.16,0.16,20
yokam,sunset_stats,20,1.00,0.30,0.15,20
miimu,bind_stats,57,0.47,0.49,0.05,14
miimu,icebox_stats,49,0.69,0.35,0.02,18
miimu,lotus_stats,19,0.53,0.47,0.11,10
miimu,split_stats,54,0.59,0.63,0.07,12
miimu,sunset_stats,23,0.52,0.70,0.00,12
vis,bind_stats,22,0.64,0.09,0.09,14
vis,icebox_stats,20,1.00,0.05,0.15,20
vis,lotus_stats,62,0.87,0.21,0.13,21
vis,split_stats,18,0.78,0.17,0.11,14
vis,sunset_stats,84,0.65,0.23,0.11,22
Jinu,bind_stats,23,0.39,0.57,0.04,9
Jinu,lotus_stats,15,0.47,0.67,0.00,7
My200Ping,bind_stats,90,0.66,0.23,0.10,18
My200Ping,icebox_stats,53,0.66,0.23,0.11,15
My200Ping,lotus_stats,137,0.69,0.13,0.09,29
My200Ping,split_stats,15,0.27,0.07,0.07,4
My200Ping,sunset_stats,24,0.83,0.29,0.13,20
Kal,bind_stats,23,0.83,0.39,0.04,19
Kal,icebox_stats,38,0.84,0.11,0.18,20
Kal,split_stats,20,0.65,0.25,0.10,13
Kal,sunset_stats,22,0.59,0.32,0.09,13
Oly,bind_stats,46,0.67,0.20,0.02,20
Oly,breeze_stats,19,0.32,0.11,0.05,6
Oly,icebox_stats,77,0.99,0.35,0.13,25
Oly,lotus_stats,57,0.61,0.37,0.02,16
Oly,sunset_stats,24,0.75,0.04,0.00,18
Mxcii,bind_stats,24,0.71,0.42,0.04,17
Mxcii,icebox_stats,21,0.52,0.19,0.14,11
Mxcii,lotus_stats,51,0.65,0.22,0.16,15
Mxcii,split_stats,23,0.57,0.26,0.13,13
Mxcii,sunset_stats,57,0.74,0.09,0.05,17
MayaMeow,bind_stats,24,0.63,0.38,0.08,15
MayaMeow,icebox_stats,21,0.81,0.14,0.05,17
MayaMeow,lotus_stats,51,0.94,0.55,0.08,20
MayaMeow,split_stats,23,0.61,0.35,0.17,14
MayaMeow,sunset_stats,57,0.74,0.61,0.09,16
bigchungus,bind_stats,24,0.63,0.46,0.00,15
bigchungus,sunset_stats,16,0.31,0.31,0.06,5
Volte,bind_stats,40,0.58,0.53,0.03,14
Volte,lotus_stats,64,0.66,0.41,0.05,17
Volte,sunset_stats,18,0.33,0.39,0.06,6
Hypecks,bind_stats,19,0.63,0.21,0.16,12
Hypecks,lotus_stats,15,0.40,0.13,0.20,6
Slammed,bind_stats,22,0.68,0.36,0.23,15
Slammed,breeze_stats,42,0.90,0.10,0.24,19
Slammed,lotus_stats,112,0.89,0.14,0.28,34
Slammed,split_stats,21,0.71,0.00,0.19,15
Thund3r0us,bind_stats,22,0.36,0.68,0.05,8
Thund3r0us,breeze_stats,18,0.89,0.28,0.11,16
Thund3r0us,split_stats,16,0.44,0.25,0.00,7
Thund3r0us,sunset_stats,14,1.00,0.86,0.14,14
may0,bind_stats,18,0.67,0.44,0.06,12
may0,icebox_stats,19,0.68,0.16,0.05,13
memory,bind_stats,15,0.80,0.13,0.13,12
memory,icebox_stats,14,0.36,0.14,0.00,5
memory,lotus_stats,19,0.68,0.21,0.05,13
memory,sunset_stats,16,0.25,0.06,0.06,4
notamy,bind_stats,39,0.77,0.28,0.10,16
notamy,breeze_stats,47,0.77,0.15,0.04,27
notamy,icebox_stats,34,0.71,0.24,0.15,19
notamy,lotus_stats,104,0.89,0.14,0.13,24
notamy,sunset_stats,23,0.65,0.43,0.13,15
Hannah,bind_stats,24,0.58,0.46,0.17,14
Hannah,icebox_stats,21,1.00,0.33,0.14,21
Hannah,lotus_stats,51,0.63,0.22,0.12,14
Hannah,split_stats,23,0.74,0.13,0.13,17
Hannah,sunset_stats,57,0.70,0.42,0.02,18
Mea,bind_stats,15,0.80,0.00,0.13,12
Mea,icebox_stats,37,1.14,0.22,0.16,30
Mea,lotus_stats,62,1.19,0.21,0.29,29
Mea,sunset_stats,18,0.83,0.06,0.33,15
cashmere,bind_stats,73,0.49,0.51,0.04,16
cashmere,breeze_stats,55,0.73,0.40,0.09,14
cashmere,icebox_stats,42,0.81,0.21,0.07,19
cashmere,lotus_stats,138,0.64,0.45,0.04,21
cashmere,split_stats,68,0.72,0.25,0.04,22
cashmere,sunset_stats,19,0.68,0.42,0.00,13
brezi,bind_stats,23,0.57,0.13,0.09,13
brezi,icebox_stats,54,0.56,0.20,0.07,17
brezi,lotus_stats,28,0.46,0.25,0.04,13
brezi,split_stats,77,0.57,0.36,0.06,18
TBK,bind_stats,26,0.46,0.54,0.04,12
TBK,icebox_stats,28,0.68,0.00,0.11,19
TBK,split_stats,15,0.07,0.33,0.00,1
Chad,bind_stats,22,0.45,0.09,0.00,10
Chad,sunset_stats,23,0.48,0.43,0.04,11
shy,bind_stats,83,0.69,0.16,0.10,18
shy,breeze_stats,19,0.63,0.05,0.00,12
shy,icebox_stats,39,0.51,0.15,0.03,11
shy,lotus_stats,23,0.57,0.09,0.13,13
shy,split_stats,35,0.40,0.09,0.03,8
shy,sunset_stats,60,0.80,0.22,0.05,21
Vowkii,bind_stats,40,0.45,0.55,0.00,13
Vowkii,lotus_stats,64,0.47,0.48,0.05,13
Vowkii,sunset_stats,18,0.50,0.17,0.11,9
AreJaye,bind_stats,24,0.67,0.17,0.04,16
AreJaye,lotus_stats,23,1.17,0.22,0.26,27
lexis,bind_stats,39,0.59,0.18,0.03,17
lexis,icebox_stats,59,0.61,0.10,0.08,18
lexis,lotus_stats,48,0.98,0.15,0.15,26
lexis,split_stats,26,0.35,0.31,0.04,9
bl0ckediee,bind_stats,21,0.48,0.48,0.00,10
bl0ckediee,icebox_stats,40,0.78,0.08,0.05,16
bl0ckediee,lotus_stats,24,0.75,0.13,0.00,18
bl0ckediee,split_stats,26,0.73,0.31,0.12,19
ezky,bind_stats,23,0.65,0.26,0.13,15
ezky,lotus_stats,22,0.77,0.36,0.00,17
ezky,sunset_stats,20,0.50,0.60,0.10,10
MrCipe,bind_stats,56,0.63,0.20,0.09,14
MrCipe,breeze_stats,21,0.76,0.19,0.05,16
MrCipe,icebox_stats,135,0.61,0.38,0.07,19
MrCipe,split_stats,98,0.94,0.38,0.10,24
MrCipe,sunset_stats,45,0.73,0.56,0.11,21
Agility,bind_stats,23,0.57,0.48,0.04,13
Agility,breeze_stats,18,0.61,0.00,0.06,11
Agility,icebox_stats,61,0.52,0.13,0.05,17
Agility,lotus_stats,42,0.86,0.14,0.07,20
xeraa,bind_stats,18,0.56,0.39,0.11,10
xeraa,sunset_stats,34,0.62,0.38,0.06,21
CookieS2K,bind_stats,36,0.64,0.19,0.08,13
CookieS2K,lotus_stats,34,0.50,0.12,0.15,10
Axuspes,bind_stats,17,0.65,0.06,0.12,11
Axuspes,breeze_stats,50,0.92,0.20,0.26,25
Axuspes,lotus_stats,23,0.48,0.17,0.13,11
Axuspes,sunset_stats,18,1.22,0.17,0.44,22
Jorling,bind_stats,17,0.59,0.35,0.06,10
Jorling,breeze_stats,22,0.45,0.18,0.05,10
Jorling,lotus_stats,18,0.83,0.33,0.11,15
oko,bind_stats,21,0.71,0.10,0.14,15
oko,lotus_stats,18,0.61,0.28,0.17,11
stike,bind_stats,20,0.45,0.35,0.05,9
stike,lotus_stats,48,0.69,0.27,0.06,20
stike,split_stats,19,0.84,0.32,0.16,16
stike,sunset_stats,28,0.68,0.61,0.07,19
jippozaard,bind_stats,63,0.56,0.48,0.06,16
jippozaard,icebox_stats,45,0.38,0.27,0.02,9
jippozaard,lotus_stats,40,0.70,0.53,0.05,17
jippozaard,split_stats,43,0.49,0.65,0.02,15
jippozaard,sunset_stats,20,0.20,0.25,0.00,4
babibauu,bind_stats,50,0.56,0.14,0.08,17
babibauu,icebox_stats,60,0.57,0.17,0.05,17
babibauu,split_stats,19,0.32,0.47,0.00,6
babibauu,sunset_stats,64,0.59,0.31,0.03,16
rubii,bind_stats,98,0.61,0.23,0.10,15
rubii,icebox_stats,61,0.52,0.21,0.05,13
rubii,lotus_stats,187,0.71,0.25,0.13,26
JoYe,bind_stats,98,0.47,0.38,0.04,16
JoYe,icebox_stats,61,0.49,0.34,0.05,12
JoYe,lotus_stats,187,0.64,0.45,0.09,27
Derp,bind_stats,37,0.62,0.08,0.14,19
Derp,lotus_stats,44,0.50,0.16,0.05,12
Derp,split_stats,42,0.98,0.19,0.05,23
TaZ,bind_stats,24,0.63,0.38,0.13,15
TaZ,sunset_stats,16,0.38,0.19,0.06,6
WHISPERSSSIC,bind_stats,16,0.75,0.19,0.13,12
WHISPERSSSIC,breeze_stats,23,0.61,0.35,0.09,14
krys,bind_stats,24,0.63,0.38,0.17,15
krys,sunset_stats,16,0.88,0.19,0.19,14
Granola,bind_stats,14,0.71,0.00,0.29,10
Granola,breeze_stats,15,0.20,0.07,0.07,3
br9dy,bind_stats,16,0.75,0.13,0.06,12
br9dy,icebox_stats,34,0.44,0.32,0.15,11
br9dy,lotus_stats,21,0.71,0.14,0.10,15
LaBamba,bind_stats,21,0.48,0.33,0.14,10
LaBamba,icebox_stats,40,0.50,0.45,0.03,12
LaBamba,split_stats,42,0.43,0.36,0.02,9
LaBamba,sunset_stats,47,0.51,0.53,0.02,12
ssal,bind_stats,20,0.45,0.35,0.10,9
HUH YUNJIN,bind_stats,20,0.65,0.20,0.05,13
Akemi,bind_stats,66,0.39,0.36,0.06,9
Akemi,breeze_stats,23,0.13,0.43,0.04,3
Akemi,icebox_stats,26,0.81,0.23,0.15,21
Akemi,lotus_stats,84,0.65,0.37,0.07,19
Akemi,split_stats,64,0.64,0.22,0.09,19
Akemi,sunset_stats,95,0.53,0.36,0.04,18
LucKY,bind_stats,18,0.78,0.22,0.11,14
LucKY,icebox_stats,19,0.84,0.26,0.11,16
LucKY,lotus_stats,24,0.54,0.17,0.13,13
Gozlememe,bind_stats,26,0.65,0.50,0.08,17
Gozlememe,icebox_stats,28,0.79,0.21,0.11,22
Gozlememe,split_stats,15,0.53,0.47,0.07,8
whitr,bind_stats,56,0.50,0.39,0.11,17
whitr,breeze_stats,24,0.75,0.17,0.21,18
whitr,icebox_stats,72,0.85,0.47,0.06,22
whitr,lotus_stats,41,0.76,0.37,0.07,18
whitr,split_stats,17,0.47,0.47,0.06,8
s4lmon,bind_stats,24,0.58,0.38,0.00,14
s4lmon,icebox_stats,21,0.33,0.24,0.05,7
s4lmon,lotus_stats,51,0.41,0.31,0.08,11
s4lmon,split_stats,23,0.74,0.48,0.00,17
s4lmon,sunset_stats,57,0.56,0.25,0.04,14
bluecloudedgrey,bind_stats,24,0.63,0.08,0.13,15
bluecloudedgrey,sunset_stats,16,0.44,0.19,0.19,7
froste,bind_stats,23,0.52,0.39,0.09,12
froste,lotus_stats,16,0.56,0.13,0.06,9
enrıcowru,bind_stats,36,0.58,0.39,0.03,15
enrıcowru,lotus_stats,34,0.24,0.29,0.06,5
RealBuckBorris,bind_stats,52,0.63,0.35,0.10,15
RealBuckBorris,icebox_stats,17,0.47,0.24,0.00,8
RealBuckBorris,lotus_stats,32,0.47,0.34,0.03,11
inari,bind_stats,21,0.67,0.19,0.14,14
inari,lotus_stats,39,0.51,0.38,0.05,16
inari,split_stats,42,0.76,0.50,0.10,18
inari,sunset_stats,62,0.58,0.42,0.03,15
Psyncc,bind_stats,105,0.66,0.18,0.13,18
Psyncc,icebox_stats,70,0.59,0.20,0.06,12
Psyncc,lotus_stats,175,0.57,0.21,0.12,16
Psyncc,split_stats,15,0.47,0.00,0.07,7
Psyncc,sunset_stats,83,0.54,0.13,0.12,18
Neuron,bind_stats,43,0.63,0.33,0.05,16
Neuron,lotus_stats,81,0.98,0.37,0.05,28
Neuron,split_stats,19,0.84,0.16,0.16,16
Neuron,sunset_stats,20,0.60,0.45,0.10,12
sorosys,bind_stats,19,0.68,0.21,0.16,13
sorosys,sunset_stats,21,0.57,0.19,0.10,12
Casual Scrub,bind_stats,26,0.58,0.19,0.00,15
Casual Scrub,breeze_stats,69,0.52,0.28,0.06,15
Casual Scrub,icebox_stats,41,1.00,0.10,0.10,23
Casual Scrub,lotus_stats,18,0.28,0.33,0.06,5
Casual Scrub,split_stats,37,0.46,0.38,0.05,11
Casual Scrub,sunset_stats,61,0.72,0.23,0.07,27
tantan,bind_stats,23,0.61,0.30,0.00,14
tantan,split_stats,30,0.70,0.30,0.10,21
Narukami,bind_stats,37,0.62,0.22,0.05,20
Narukami,lotus_stats,44,0.82,0.34,0.05,23
Narukami,split_stats,42,0.79,0.24,0.02,19
pr1mal,bind_stats,48,0.54,0.33,0.08,14
pr1mal,lotus_stats,41,0.54,0.54,0.02,13
pr1mal,split_stats,14,1.00,0.50,0.14,14
pr1mal,sunset_stats,34,1.06,0.56,0.15,19
Steqdyy,bind_stats,37,0.62,0.32,0.05,13
Steqdyy,lotus_stats,44,0.68,0.02,0.07,17
Steqdyy,split_stats,42,0.81,0.31,0.02,24
Selldrudd,bind_stats,17,0.59,0.18,0.00,10
Selldrudd,icebox_stats,19,0.63,0.21,0.05,12
Selldrudd,lotus_stats,22,0.77,0.41,0.05,17
Selldrudd,sunset_stats,18,1.22,0.28,0.17,22
Naan,bind_stats,24,0.63,0.29,0.13,15
Naan,icebox_stats,22,0.50,0.32,0.14,11
Naan,lotus_stats,38,0.84,0.13,0.32,25
Naan,split_stats,41,0.98,0.20,0.29,22
phantom,bind_stats,23,0.52,0.35,0.09,12
phantom,lotus_stats,19,0.37,0.11,0.00,7
MEOOOOOOOOOOOW,bind_stats,19,0.53,0.11,0.05,10
MEOOOOOOOOOOOW,icebox_stats,17,0.24,0.47,0.00,4
MEOOOOOOOOOOOW,lotus_stats,15,0.53,0.13,0.07,8
MEOOOOOOOOOOOW,split_stats,40,0.50,0.23,0.08,11
jemia,bind_stats,20,0.65,0.15,0.05,13
jemia,breeze_stats,17,0.82,0.06,0.06,14
jemia,icebox_stats,19,0.68,0.05,0.11,13
jemia,lotus_stats,23,0.57,0.52,0.04,13
jemia,split_stats,19,0.68,0.11,0.11,13
Castle,bind_stats,42,0.62,0.21,0.10,14
Castle,lotus_stats,41,0.68,0.27,0.05,17
Poe Eight Oh,bind_stats,37,0.57,0.22,0.00,11
Poe Eight Oh,lotus_stats,34,0.47,0.18,0.00,12
ShggyTurtle,bind_stats,19,0.58,0.21,0.26,11
ShggyTurtle,icebox_stats,16,0.50,0.25,0.00,8
kwsp,bind_stats,48,0.58,0.23,0.08,18
kwsp,split_stats,19,1.11,0.21,0.11,21
kwsp,sunset_stats,19,0.84,0.16,0.11,16
kyouu,bind_stats,14,0.86,0.21,0.00,12
kyouu,lotus_stats,19,0.68,0.32,0.21,13
kyouu,split_stats,14,0.36,0.07,0.00,5
kyouu,sunset_stats,14,0.50,0.29,0.14,7
CouncilJeans44,bind_stats,23,0.57,0.35,0.04,13
CouncilJeans44,lotus_stats,22,0.64,0.23,0.05,14
CouncilJeans44,sunset_stats,20,0.65,0.40,0.10,13
kisa,bind_stats,18,0.56,0.28,0.06,10
kisa,icebox_stats,20,0.25,0.25,0.00,5
kisa,split_stats,22,1.00,0.23,0.09,22
Lina,bind_stats,14,0.64,0.00,0.00,9
Lina,breeze_stats,33,0.64,0.24,0.06,18
Lina,icebox_stats,56,0.64,0.41,0.04,12
Lina,lotus_stats,65,0.78,0.29,0.09,18
Lina,sunset_stats,73,0.49,0.33,0.07,19
Rivz,bind_stats,19,0.74,0.11,0.21,14
Rivz,sunset_stats,21,0.71,0.00,0.14,15
King Pollo,bind_stats,17,0.65,0.12,0.12,11
King Pollo,lotus_stats,15,0.93,0.20,0.20,14
snow,bind_stats,24,0.42,0.38,0.08,10
snow,lotus_stats,24,0.67,0.17,0.08,16
slimshady,bind_stats,19,0.74,0.21,0.11,14
slimshady,lotus_stats,15,0.80,0.07,0.20,12
slimshady,split_stats,22,0.82,0.27,0.14,18
xin chan,bind_stats,19,0.53,0.42,0.05,10
xin chan,lotus_stats,15,0.13,0.47,0.00,2
m1tez,bind_stats,82,0.67,0.20,0.09,19
m1tez,breeze_stats,23,0.39,0.26,0.04,9
m1tez,icebox_stats,42,0.67,0.14,0.02,15
m1tez,lotus_stats,21,0.86,0.38,0.00,18
m1tez,split_stats,68,0.63,0.31,0.01,17
m1tez,sunset_stats,104,0.63,0.26,0.08,23
enjellbaby,bind_stats,26,0.46,0.35,0.04,12
enjellbaby,sunset_stats,19,0.26,0.16,0.05,5
Jiro,bind_stats,36,0.58,0.03,0.08,11
Jiro,lotus_stats,34,0.71,0.12,0.06,12
Aliikay,bind_stats,33,0.79,0.24,0.09,25
Aliikay,breeze_stats,13,0.62,0.15,0.00,8
Aliikay,lotus_stats,20,0.60,0.50,0.10,12
Aliikay,split_stats,24,0.79,0.17,0.04,19
romann,bind_stats,22,0.45,0.50,0.09,10
romann,icebox_stats,20,0.80,0.10,0.20,16
romann,lotus_stats,62,0.61,0.40,0.15,18
