,,RND,KPR,APR,FKPR,KMAX
JA,icebox_stats,78,0.81,0.19,0.24,18
JA,lotus_stats,33,1.09,0.09,0.30,21
JA,split_stats,108,0.89,0.22,0.20,25
JA,sunset_stats,41,0.66,0.32,0.15,21
valyn,bind_stats,22,0.77,0.32,0.14,17
valyn,breeze_stats,64,0.55,0.23,0.05,14
valyn,icebox_stats,37,0.46,0.19,0.08,9
valyn,lotus_stats,38,0.55,0.45,0.08,11
valyn,split_stats,92,0.59,0.22,0.05,16
valyn,sunset_stats,64,0.61,0.41,0.17,14
xuss,bind_stats,45,0.76,0.18,0.27,19
xuss,breeze_stats,26,0.58,0.04,0.08,15
xuss,lotus_stats,20,0.80,0.30,0.30,16
xuss,split_stats,42,0.86,0.17,0.21,21
xuss,sunset_stats,15,1.07,0.00,0.27,16
HILTON,bind_stats,23,0.78,0.43,0.04,18
HILTON,sunset_stats,17,0.53,0.24,0.06,9
Jady,bind_stats,36,0.69,0.53,0.06,25
Jady,icebox_stats,18,1.00,0.33,0.17,18
SwayZ,bind_stats,22,0.55,0.18,0.27,12
SwayZ,icebox_stats,24,0.67,0.13,0.13,16
SwayZ,lotus_stats,41,0.44,0.20,0.15,15
SwayZ,split_stats,41,0.93,0.22,0.22,19
SwayZ,sunset_stats,37,0.70,0.14,0.19,20
fusion,bind_stats,24,0.75,0.13,0.08,18
fusion,split_stats,19,0.58,0.05,0.05,11
Elixllo,bind_stats,80,0.74,0.39,0.05,19
Elixllo,breeze_stats,23,0.52,0.30,0.09,12
Elixllo,icebox_stats,88,0.81,0.31,0.06,21
Elixllo,lotus_stats,122,0.60,0.28,0.07,25
Elixllo,split_stats,81,0.70,0.27,0.07,15
Elixllo,sunset_stats,144,0.62,0.24,0.05,19
v1c,bind_stats,69,0.75,0.49,0.10,20
v1c,breeze_stats,18,1.00,0.33,0.17,18
v1c,icebox_stats,15,1.40,0.20,0.20,21
v1c,lotus_stats,45,0.64,0.29,0.09,18
v1c,split_stats,56,0.84,0.29,0.13,24
Kishi,bind_stats,40,0.70,0.50,0.03,16
Kishi,icebox_stats,38,0.74,0.29,0.16,14
Kishi,lotus_stats,21,0.67,0.19,0.05,14
Yum07,bind_stats,26,0.65,0.54,0.08,17
Yum07,icebox_stats,28,0.54,0.32,0.07,15
Yum07,split_stats,15,0.47,0.40,0.00,7
JinNy,bind_stats,44,0.80,0.30,0.07,26
JinNy,breeze_stats,21,0.67,0.29,0.05,14
JinNy,icebox_stats,19,0.63,0.42,0.00,12
JinNy,split_stats,33,0.70,0.27,0.03,13
JinNy,sunset_stats,52,0.69,0.52,0.00,22
TeddyIsFluffy,bind_stats,44,0.75,0.34,0.02,21
TeddyIsFluffy,icebox_stats,45,0.62,0.24,0.07,17
TeddyIsFluffy,split_stats,22,0.73,0.50,0.00,16
Meddo,bind_stats,48,0.77,0.25,0.06,23
Meddo,lotus_stats,46,0.41,0.07,0.00,13
Meddo,split_stats,62,0.60,0.24,0.02,15
Meddo,sunset_stats,54,0.80,0.20,0.04,17
Tiezzi,bind_stats,40,0.95,0.23,0.20,31
Tiezzi,lotus_stats,18,0.72,0.22,0.22,13
Nunmeister,bind_stats,21,0.67,0.14,0.14,14
Nunmeister,lotus_stats,15,0.47,0.13,0.00,7
MrChair,bind_stats,15,1.00,0.13,0.13,15
MrChair,breeze_stats,17,0.29,0.12,0.06,5
MrChair,icebox_stats,55,0.62,0.25,0.05,19
Kanove,bind_stats,16,0.94,0.19,0.13,15
shiba,bind_stats,22,0.91,0.73,0.14,20
shiba,breeze_stats,47,0.60,0.21,0.04,11
shiba,lotus_stats,45,0.67,0.40,0.13,19
shiba,split_stats,48,0.69,0.23,0.08,20
shiba,sunset_stats,20,0.40,0.45,0.05,8
sabAAA,bind_stats,22,0.73,0.18,0.14,16
sabAAA,lotus_stats,22,0.36,0.41,0.05,8
sabAAA,split_stats,19,0.26,0.32,0.05,5
MiniBoo,bind_stats,44,0.89,0.23,0.20,20
MiniBoo,breeze_stats,39,1.18,0.21,0.23,24
MiniBoo,icebox_stats,59,0.95,0.37,0.24,25
MiniBoo,lotus_stats,97,0.85,0.25,0.18,25
MiniBoo,split_stats,58,0.52,0.10,0.19,12
MiniBoo,sunset_stats,155,0.84,0.26,0.20,25
sogo,bind_stats,24,0.75,0.54,0.04,18
sogo,icebox_stats,37,0.62,0.19,0.05,12
sogo,lotus_stats,23,0.74,0.26,0.13,17
sogo,split_stats,36,0.83,0.14,0.22,18
sunfloweR,bind_stats,21,0.76,0.14,0.19,16
sunfloweR,sunset_stats,23,0.83,0.22,0.13,19
rice,bind_stats,68,0.60,0.40,0.09,17
rice,breeze_stats,45,0.71,0.29,0.22,21
rice,lotus_stats,30,0.73,0.27,0.20,13
rice,split_stats,16,0.38,0.25,0.06,6
rice,sunset_stats,28,0.54,0.21,0.14,15
k1ngkappa,bind_stats,45,0.84,0.18,0.18,26
k1ngkappa,breeze_stats,37,0.62,0.19,0.19,14
k1ngkappa,icebox_stats,20,0.55,0.20,0.15,11
k1ngkappa,lotus_stats,138,0.89,0.25,0.17,28
k1ngkappa,split_stats,68,0.75,0.18,0.19,22
k1ngkappa,sunset_stats,19,0.89,0.16,0.21,17
Sushi,bind_stats,28,0.57,0.50,0.04,16
Sushi,lotus_stats,21,0.62,0.43,0.10,13
Avvix,bind_stats,80,0.66,0.36,0.11,18
Avvix,breeze_stats,23,1.00,0.35,0.04,23
Avvix,icebox_stats,88,0.58,0.24,0.01,16
Avvix,lotus_stats,122,0.61,0.21,0.10,25
Avvix,split_stats,81,0.68,0.22,0.05,18
Avvix,sunset_stats,144,0.69,0.45,0.10,17
murii,bind_stats,48,0.77,0.23,0.13,23
murii,lotus_stats,46,0.52,0.43,0.07,14
murii,split_stats,62,0.71,0.31,0.06,21
murii,sunset_stats,54,0.81,0.24,0.06,19
Winteryrook,bind_stats,89,0.76,0.38,0.12,20
Winteryrook,breeze_stats,65,0.78,0.25,0.17,21
Winteryrook,icebox_stats,40,0.88,0.38,0.13,24
Winteryrook,lotus_stats,39,1.13,0.31,0.15,23
Winteryrook,split_stats,108,0.72,0.31,0.12,28
Winteryrook,sunset_stats,61,0.75,0.41,0.11,21
lux9,bind_stats,36,0.86,0.25,0.22,31
lux9,icebox_stats,18,0.11,0.06,0.06,2
Babax,bind_stats,36,0.67,0.25,0.03,24
Babax,icebox_stats,18,0.67,0.39,0.00,12
Wizdran,bind_stats,20,0.60,0.40,0.00,12
Wizdran,split_stats,20,0.80,0.25,0.15,16
Wizdran,sunset_stats,24,0.96,0.33,0.00,23
d1srupt,bind_stats,78,0.74,0.32,0.08,19
d1srupt,breeze_stats,24,0.46,0.42,0.04,11
d1srupt,icebox_stats,118,0.70,0.27,0.07,22
d1srupt,lotus_stats,36,1.08,0.31,0.25,21
d1srupt,split_stats,93,0.77,0.46,0.09,23
Precision,bind_stats,24,0.42,0.63,0.00,10
Precision,breeze_stats,28,0.71,0.14,0.04,20
Precision,icebox_stats,59,0.69,0.10,0.03,16
Precision,lotus_stats,48,0.42,0.29,0.04,14
Precision,split_stats,62,0.76,0.35,0.03,20
Precision,sunset_stats,40,0.35,0.18,0.05,9
RieNs,bind_stats,44,0.61,0.45,0.09,20
RieNs,breeze_stats,39,1.03,0.46,0.21,22
RieNs,icebox_stats,59,0.61,0.24,0.08,15
RieNs,lotus_stats,97,0.72,0.27,0.14,25
RieNs,split_stats,58,0.48,0.36,0.07,11
RieNs,sunset_stats,155,0.83,0.36,0.07,24
Jello,bind_stats,28,0.75,0.43,0.11,21
Jello,lotus_stats,21,0.67,0.57,0.10,14
tub,bind_stats,68,0.75,0.37,0.13,19
tub,breeze_stats,45,0.76,0.09,0.11,20
tub,lotus_stats,30,0.17,0.27,0.00,3
tub,split_stats,16,0.31,0.31,0.13,5
tub,sunset_stats,28,0.89,0.11,0.04,25
flyuh,bind_stats,69,0.51,0.43,0.07,15
flyuh,breeze_stats,18,0.44,0.44,0.17,8
flyuh,icebox_stats,15,0.80,0.47,0.00,12
flyuh,lotus_stats,45,0.58,0.38,0.04,17
flyuh,split_stats,56,0.66,0.30,0.04,20
Chadi,bind_stats,47,0.68,0.09,0.21,16
Chadi,breeze_stats,23,0.70,0.13,0.13,16
Chadi,icebox_stats,39,0.62,0.05,0.13,15
Chadi,sunset_stats,17,0.65,0.12,0.24,11
zaza,bind_stats,15,0.93,0.07,0.13,14
zaza,sunset_stats,22,0.68,0.14,0.18,15
FonTuz,bind_stats,20,0.80,0.20,0.15,16
FonTuz,split_stats,15,0.27,0.33,0.07,4
vasperal,bind_stats,17,0.76,0.18,0.12,13
zeddy,bind_stats,58,0.59,0.60,0.10,22
zeddy,breeze_stats,19,0.58,0.53,0.00,11
zeddy,icebox_stats,16,0.75,0.13,0.06,12
zeddy,lotus_stats,16,1.00,0.50,0.06,16
zeddy,split_stats,24,0.54,0.54,0.17,13
splash,bind_stats,21,0.67,0.14,0.19,14
splash,breeze_stats,20,0.70,0.25,0.30,14
splash,icebox_stats,87,0.89,0.17,0.21,31
splash,lotus_stats,81,0.98,0.22,0.17,26
splash,split_stats,24,0.92,0.13,0.25,22
splash,sunset_stats,24,1.25,0.25,0.29,30
Wolfen,bind_stats,42,0.69,0.40,0.14,17
Wolfen,breeze_stats,21,0.81,0.00,0.14,17
Wolfen,icebox_stats,42,0.69,0.43,0.12,19
Wolfen,lotus_stats,18,0.56,0.22,0.11,10
Wolfen,split_stats,17,0.71,0.24,0.18,12
Wolfen,sunset_stats,41,0.66,0.29,0.07,17
Obnoks,bind_stats,45,0.73,0.18,0.09,17
Obnoks,breeze_stats,26,0.92,0.46,0.15,24
Obnoks,lotus_stats,20,0.70,0.25,0.00,14
Obnoks,split_stats,42,0.69,0.40,0.07,16
Obnoks,sunset_stats,15,1.00,0.20,0.07,15
mindle,bind_stats,24,0.58,0.21,0.04,14
mindle,breeze_stats,50,0.58,0.34,0.04,17
mindle,icebox_stats,44,0.39,0.27,0.05,11
mindle,lotus_stats,40,0.95,0.23,0.13,27
mindle,sunset_stats,19,1.16,0.16,0.05,22
UNFAKE,bind_stats,36,0.69,0.25,0.03,25
UNFAKE,icebox_stats,18,0.61,0.28,0.06,11
socools0da,bind_stats,65,0.74,0.40,0.09,24
socools0da,breeze_stats,48,0.75,0.23,0.02,26
socools0da,lotus_stats,43,0.56,0.21,0.02,13
socools0da,split_stats,26,0.77,0.50,0.08,20
str1keR,bind_stats,80,0.78,0.20,0.09,21
str1keR,breeze_stats,23,0.52,0.30,0.13,12
str1keR,icebox_stats,88,0.72,0.26,0.11,18
str1keR,lotus_stats,122,0.80,0.17,0.07,30
str1keR,split_stats,81,0.56,0.21,0.11,12
str1keR,sunset_stats,144,0.92,0.18,0.13,24
starstruck,bind_stats,26,0.73,0.31,0.12,19
Wi1d,bind_stats,21,0.67,0.33,0.14,14
Wi1d,lotus_stats,13,0.08,0.08,0.00,1
ketarys,bind_stats,21,0.76,0.43,0.10,16
ketarys,icebox_stats,24,0.88,0.50,0.00,21
ketarys,lotus_stats,41,0.44,0.24,0.00,15
ketarys,split_stats,16,0.31,0.38,0.00,5
ZachaREEE,bind_stats,24,0.79,0.13,0.13,19
ZachaREEE,breeze_stats,28,0.71,0.11,0.14,20
ZachaREEE,icebox_stats,59,0.63,0.12,0.07,17
ZachaREEE,lotus_stats,48,0.96,0.27,0.17,24
ZachaREEE,split_stats,62,0.61,0.27,0.05,15
ZachaREEE,sunset_stats,40,0.73,0.25,0.05,18
aluvily,bind_stats,21,0.90,0.10,0.10,19
aluvily,icebox_stats,24,0.88,0.00,0.08,21
aluvily,lotus_stats,41,0.51,0.07,0.05,15
aluvily,split_stats,16,0.50,0.06,0.13,8
Sayonara,bind_stats,58,0.76,0.21,0.12,25
Sayonara,breeze_stats,19,1.26,0.16,0.21,24
Sayonara,icebox_stats,16,1.06,0.19,0.13,17
Sayonara,lotus_stats,16,1.19,0.44,0.13,19
Angel,bind_stats,44,0.59,0.55,0.05,16
Angel,icebox_stats,45,0.51,0.18,0.02,12
Angel,split_stats,22,0.73,0.45,0.05,16
coop,bind_stats,20,0.75,0.40,0.30,15
coop,split_stats,20,1.05,0.00,0.20,21
coop,sunset_stats,24,0.63,0.25,0.21,15
Teey,bind_stats,17,0.82,0.18,0.06,14
Hitch,bind_stats,47,0.55,0.51,0.04,13
Hitch,breeze_stats,23,0.78,0.52,0.00,18
Hitch,icebox_stats,39,0.69,0.21,0.03,21
Hitch,sunset_stats,17,0.29,0.41,0.06,5
wackie,bind_stats,41,0.68,0.20,0.10,14
wackie,breeze_stats,53,1.06,0.28,0.17,24
wackie,icebox_stats,22,1.09,0.14,0.23,24
wackie,split_stats,54,1.02,0.39,0.20,19
wackie,sunset_stats,16,0.69,0.25,0.00,11
luna,bind_stats,17,0.65,0.29,0.06,11
luna,sunset_stats,17,0.35,0.12,0.06,6
Boo,bind_stats,44,0.48,0.41,0.05,12
Boo,breeze_stats,39,0.56,0.49,0.05,15
Boo,icebox_stats,59,0.56,0.47,0.14,13
Boo,lotus_stats,97,0.60,0.31,0.04,23
Boo,split_stats,58,0.64,0.24,0.07,13
Boo,sunset_stats,155,0.52,0.50,0.05,15
Rahr,bind_stats,22,0.73,0.14,0.23,16
Rahr,sunset_stats,19,0.63,0.32,0.16,12
Joojina,bind_stats,30,0.60,0.67,0.03,18
Joojina,lotus_stats,19,0.68,0.26,0.05,13
Joojina,split_stats,22,0.82,0.36,0.09,18
Joojina,sunset_stats,23,0.52,0.52,0.09,12
xad,bind_stats,26,0.73,0.19,0.15,19
ducT,bind_stats,19,0.63,0.53,0.00,12
ducT,breeze_stats,18,0.39,0.44,0.11,7
ducT,lotus_stats,17,0.41,0.71,0.06,7
ducT,sunset_stats,24,0.54,0.58,0.04,13
fish,bind_stats,18,0.72,0.17,0.11,13
fish,lotus_stats,19,0.79,0.05,0.16,15
Akemi,bind_stats,20,0.45,0.50,0.10,9
Akemi,lotus_stats,39,0.69,0.26,0.08,19
Akemi,sunset_stats,33,0.39,0.45,0.03,11
WODZ,bind_stats,24,0.75,0.29,0.08,18
WODZ,split_stats,19,0.32,0.11,0.00,6
Huntr,bind_stats,24,0.63,0.21,0.04,15
Huntr,split_stats,19,0.37,0.37,0.00,7
Ippo,bind_stats,21,0.71,0.00,0.14,15
Ippo,lotus_stats,13,0.15,0.23,0.08,2
Mojer,bind_stats,56,0.89,0.16,0.11,19
Mojer,breeze_stats,22,0.50,0.32,0.09,11
Mojer,icebox_stats,78,0.91,0.27,0.13,20
Mojer,lotus_stats,33,0.79,0.39,0.09,14
Mojer,split_stats,108,0.91,0.17,0.17,26
Mojer,sunset_stats,41,0.51,0.27,0.10,14
Timotino,bind_stats,24,0.67,0.29,0.08,16
Timotino,breeze_stats,21,0.81,0.24,0.19,17
Timotino,icebox_stats,57,0.70,0.28,0.12,16
Timotino,lotus_stats,23,0.78,0.09,0.22,18
Timotino,split_stats,36,0.72,0.25,0.17,15
BayPopper,bind_stats,22,0.73,0.09,0.09,16
BayPopper,icebox_stats,19,1.11,0.11,0.11,21
jubs,bind_stats,70,0.61,0.24,0.06,18
jubs,breeze_stats,38,0.45,0.29,0.08,15
jubs,icebox_stats,20,0.55,0.10,0.10,11
jubs,lotus_stats,70,0.61,0.17,0.04,14
jubs,split_stats,48,0.54,0.23,0.04,14
jubs,sunset_stats,39,0.72,0.21,0.10,14
7omash,bind_stats,16,0.75,0.25,0.06,12
7omash,breeze_stats,18,0.78,0.00,0.06,14
7omash,icebox_stats,20,0.75,0.10,0.20,15
ArinJi,bind_stats,42,0.74,0.14,0.07,16
ArinJi,breeze_stats,17,0.47,0.47,0.12,8
ArinJi,lotus_stats,30,0.93,0.17,0.20,28
ArinJi,split_stats,19,0.79,0.21,0.11,15
Luna,bind_stats,22,0.86,0.14,0.23,19
Luna,lotus_stats,19,0.68,0.32,0.21,13
xitsu,bind_stats,26,0.69,0.15,0.00,18
Morphiius,bind_stats,26,0.54,0.42,0.15,14
swagzor,bind_stats,16,0.63,0.25,0.06,10
swagzor,breeze_stats,20,0.80,0.20,0.00,16
swagzor,icebox_stats,79,0.89,0.11,0.22,39
swagzor,lotus_stats,21,0.81,0.14,0.24,17
swagzor,split_stats,22,0.91,0.18,0.23,20
leaf,bind_stats,22,0.59,0.27,0.05,13
leaf,breeze_stats,64,0.80,0.17,0.14,23
leaf,icebox_stats,37,1.14,0.24,0.19,28
leaf,lotus_stats,38,0.82,0.11,0.11,19
leaf,split_stats,92,0.82,0.13,0.18,26
leaf,sunset_stats,64,0.84,0.22,0.17,20
Kaah,bind_stats,24,0.54,0.21,0.04,13
Kaah,breeze_stats,50,0.72,0.32,0.06,23
Kaah,icebox_stats,18,1.33,0.11,0.17,24
Kaah,lotus_stats,24,0.46,0.17,0.08,11
Kaah,sunset_stats,19,0.26,0.47,0.05,5
Bgg,bind_stats,89,0.66,0.36,0.07,18
Bgg,breeze_stats,65,0.72,0.32,0.08,17
Bgg,icebox_stats,40,0.80,0.50,0.13,18
Bgg,lotus_stats,39,0.54,0.49,0.13,14
Bgg,split_stats,108,0.65,0.39,0.15,18
Bgg,sunset_stats,61,0.74,0.34,0.15,16
benjyfishy,bind_stats,44,0.68,0.36,0.11,18
benjyfishy,breeze_stats,39,0.64,0.18,0.15,15
benjyfishy,icebox_stats,59,0.83,0.08,0.00,19
benjyfishy,lotus_stats,97,0.72,0.09,0.05,24
benjyfishy,split_stats,58,0.67,0.21,0.09,21
benjyfishy,sunset_stats,155,0.89,0.22,0.10,28
Impact,bind_stats,44,0.73,0.30,0.14,20
Impact,breeze_stats,16,0.50,0.13,0.13,8
Impact,icebox_stats,20,0.95,0.00,0.25,19
Impact,lotus_stats,135,0.67,0.17,0.16,23
Impact,split_stats,122,0.84,0.26,0.16,23
Impact,sunset_stats,92,0.67,0.21,0.13,19
Velora,bind_stats,19,0.74,0.21,0.05,14
Velora,icebox_stats,19,1.21,0.16,0.16,23
Velora,lotus_stats,24,0.54,0.21,0.04,13
Velora,split_stats,44,0.68,0.23,0.09,22
HappyMuffins,bind_stats,21,0.52,0.29,0.05,11
HappyMuffins,lotus_stats,13,0.54,0.08,0.15,7
basya,bind_stats,17,0.76,0.35,0.06,13
basya,breeze_stats,36,0.61,0.17,0.06,14
basya,icebox_stats,22,0.73,0.14,0.09,16
basya,split_stats,19,0.74,0.05,0.05,14
Mojo,bind_stats,21,0.67,0.24,0.05,14
Mojo,breeze_stats,20,0.40,0.50,0.00,8
Mojo,icebox_stats,70,0.54,0.19,0.14,17
Mojo,lotus_stats,81,0.67,0.22,0.17,20
Mojo,split_stats,24,0.50,0.67,0.00,12
Mojo,sunset_stats,24,0.46,0.63,0.04,11
Prey,bind_stats,24,0.75,0.17,0.04,18
Prey,lotus_stats,14,0.79,0.21,0.14,11
Bizerra,bind_stats,30,0.60,0.17,0.10,18
Bizerra,lotus_stats,19,0.68,0.32,0.11,13
Bizerra,split_stats,22,0.82,0.36,0.09,18
Bizerra,sunset_stats,23,0.78,0.39,0.04,18
OLIZERA,bind_stats,58,0.74,0.31,0.14,30
OLIZERA,breeze_stats,19,0.84,0.26,0.11,16
OLIZERA,icebox_stats,37,0.43,0.08,0.03,8
OLIZERA,lotus_stats,16,0.44,0.25,0.06,7
DEATHMAKER,bind_stats,78,0.73,0.17,0.14,21
DEATHMAKER,breeze_stats,24,1.00,0.17,0.42,24
DEATHMAKER,icebox_stats,118,0.78,0.18,0.22,22
DEATHMAKER,lotus_stats,36,0.89,0.19,0.11,19
DEATHMAKER,split_stats,93,0.82,0.19,0.19,29
Kajuks,bind_stats,21,0.76,0.33,0.10,16
Kajuks,lotus_stats,15,0.67,0.40,0.00,10
Ridder,bind_stats,19,0.84,0.21,0.16,16
Ridder,lotus_stats,20,0.60,0.25,0.10,12
flya,bind_stats,22,0.77,0.23,0.05,17
flya,icebox_stats,19,0.42,0.32,0.16,8
SwiFii,bind_stats,21,0.86,0.38,0.05,18
SwiFii,split_stats,24,0.75,0.13,0.13,18
Apyr,bind_stats,22,0.77,0.14,0.14,17
Apyr,lotus_stats,22,0.64,0.14,0.05,14
Apyr,split_stats,19,0.53,0.11,0.21,10
Fighter,bind_stats,80,0.66,0.44,0.06,19
Fighter,breeze_stats,23,0.91,0.26,0.13,21
Fighter,icebox_stats,88,0.82,0.27,0.16,28
Fighter,lotus_stats,122,0.77,0.29,0.14,30
Fighter,split_stats,81,0.77,0.19,0.09,20
Fighter,sunset_stats,144,0.73,0.35,0.17,18
qq,bind_stats,65,0.58,0.22,0.02,15
qq,breeze_stats,48,0.85,0.06,0.31,21
qq,lotus_stats,43,0.53,0.19,0.07,15
qq,split_stats,26,0.42,0.54,0.08,11
Leosen,bind_stats,21,0.71,0.29,0.24,15
Leosen,icebox_stats,22,1.09,0.14,0.09,24
Leosen,lotus_stats,42,0.60,0.21,0.12,13
Leosen,split_stats,26,0.65,0.04,0.04,17
Leosen,sunset_stats,42,0.76,0.14,0.21,19
teddy,bind_stats,16,0.75,0.25,0.13,12
teddy,split_stats,19,0.11,0.16,0.00,2
cheK,bind_stats,26,0.54,0.62,0.00,14
cheK,breeze_stats,16,0.56,0.19,0.13,9
cheK,icebox_stats,23,1.09,0.17,0.22,25
cheK,lotus_stats,67,0.82,0.40,0.03,25
cheK,split_stats,75,0.73,0.33,0.11,17
cheK,sunset_stats,18,0.50,0.28,0.00,9
RickyVaila,bind_stats,26,0.65,0.42,0.12,17
moner,bind_stats,89,0.60,0.38,0.09,19
moner,breeze_stats,65,0.65,0.20,0.09,17
moner,icebox_stats,40,0.68,0.15,0.13,15
moner,lotus_stats,39,0.67,0.03,0.05,17
moner,split_stats,108,0.75,0.19,0.08,24
moner,sunset_stats,61,0.69,0.15,0.10,18
luckeRRR,bind_stats,21,0.57,0.43,0.05,12
luckeRRR,icebox_stats,22,0.23,0.82,0.00,5
luckeRRR,lotus_stats,42,0.83,0.24,0.12,27
luckeRRR,split_stats,26,0.69,0.27,0.27,18
luckeRRR,sunset_stats,42,0.88,0.31,0.14,19
dokja,bind_stats,19,0.58,0.21,0.11,11
dokja,icebox_stats,19,0.37,0.21,0.05,7
dokja,lotus_stats,24,0.92,0.42,0.00,22
dokja,split_stats,44,1.09,0.09,0.11,31
wiggles,bind_stats,17,0.53,0.41,0.06,9
wiggles,breeze_stats,17,0.88,0.24,0.00,15
SCar,bind_stats,40,0.50,0.55,0.00,13
SCar,breeze_stats,18,0.67,0.39,0.11,12
SCar,icebox_stats,80,0.59,0.31,0.08,16
SCar,lotus_stats,152,0.63,0.34,0.04,19
SCar,split_stats,40,0.50,0.25,0.08,12
SCar,sunset_stats,23,0.70,0.57,0.09,16
Scorteck,bind_stats,19,0.79,0.21,0.11,15
Scorteck,lotus_stats,20,0.80,0.15,0.00,16
Cleeann,bind_stats,21,0.71,0.05,0.14,15
Cleeann,split_stats,24,1.00,0.08,0.13,24
starki,bind_stats,45,0.62,0.33,0.07,15
starki,breeze_stats,26,0.38,0.31,0.00,10
starki,lotus_stats,20,0.25,0.30,0.05,5
starki,split_stats,42,0.83,0.43,0.05,20
starki,sunset_stats,15,0.60,0.27,0.00,9
Novi,bind_stats,17,0.71,0.29,0.12,12
Dawn,bind_stats,21,0.57,0.14,0.10,12
Dawn,lotus_stats,15,0.33,0.20,0.07,5
Kiles,bind_stats,42,0.57,0.17,0.10,15
Kiles,breeze_stats,21,0.67,0.24,0.10,14
Kiles,icebox_stats,42,0.83,0.43,0.12,18
Kiles,lotus_stats,18,1.17,0.33,0.17,21
Kiles,split_stats,17,0.41,0.00,0.06,7
Kiles,sunset_stats,41,0.73,0.34,0.07,16
limitado,bind_stats,45,0.49,0.18,0.04,11
limitado,breeze_stats,37,0.59,0.24,0.00,12
limitado,icebox_stats,20,0.55,0.10,0.05,11
limitado,lotus_stats,138,0.57,0.23,0.09,17
limitado,split_stats,68,0.69,0.21,0.04,21
limitado,sunset_stats,19,0.84,0.63,0.05,16
Yanni,bind_stats,68,0.69,0.24,0.19,17
Yanni,breeze_stats,45,0.56,0.22,0.07,18
Yanni,lotus_stats,30,0.67,0.30,0.07,12
Yanni,split_stats,16,0.31,0.38,0.06,5
Yanni,sunset_stats,28,0.57,0.21,0.21,16
Tayz,bind_stats,43,0.63,0.16,0.05,14
Tayz,breeze_stats,19,0.42,0.21,0.11,8
Tayz,split_stats,18,0.83,0.11,0.17,15
Saraya,bind_stats,22,0.50,0.50,0.00,11
Saraya,icebox_stats,22,0.50,0.00,0.09,11
Saraya,lotus_stats,19,0.63,0.37,0.00,12
WisdomCats,bind_stats,16,0.56,0.69,0.00,9
WisdomCats,split_stats,19,0.63,0.21,0.21,12
Derke,bind_stats,18,0.83,0.06,0.22,15
Derke,breeze_stats,37,0.84,0.14,0.11,26
Derke,icebox_stats,17,0.76,0.12,0.12,13
Derke,lotus_stats,100,0.70,0.14,0.17,24
Derke,split_stats,61,0.67,0.11,0.10,15
daiki,bind_stats,30,0.57,0.33,0.07,17
daiki,lotus_stats,19,0.42,0.37,0.00,8
daiki,split_stats,22,0.45,0.41,0.00,10
daiki,sunset_stats,23,1.00,0.43,0.04,23
Lynxz,bind_stats,37,0.68,0.30,0.03,15
Lynxz,icebox_stats,19,0.58,0.16,0.21,11
Lynxz,lotus_stats,40,0.80,0.23,0.08,18
Lynxz,split_stats,15,0.47,0.20,0.00,7
Gubb,bind_stats,28,0.57,0.18,0.14,16
Gubb,lotus_stats,21,0.52,0.00,0.14,11
Chillin,bind_stats,28,0.50,0.64,0.04,14
Chillin,lotus_stats,21,0.67,0.38,0.05,14
Famsii,bind_stats,58,0.78,0.16,0.12,29
Famsii,breeze_stats,19,0.37,0.11,0.11,7
Famsii,icebox_stats,37,0.54,0.24,0.19,10
Famsii,lotus_stats,16,0.56,0.44,0.13,9
Morgausse,bind_stats,28,0.57,0.32,0.04,16
Morgausse,breeze_stats,45,0.60,0.29,0.07,15
Morgausse,lotus_stats,22,0.73,0.36,0.18,16
Morgausse,sunset_stats,30,0.50,0.47,0.13,15
swarm,bind_stats,28,0.79,0.04,0.29,22
swarm,breeze_stats,45,0.82,0.09,0.22,22
swarm,lotus_stats,22,1.18,0.18,0.32,26
swarm,sunset_stats,30,0.83,0.10,0.20,25
dimaxx,bind_stats,58,0.62,0.34,0.05,22
dimaxx,breeze_stats,19,0.89,0.42,0.05,17
dimaxx,icebox_stats,16,0.56,0.56,0.00,9
dimaxx,lotus_stats,16,0.69,0.13,0.13,11
dimaxx,split_stats,24,0.58,0.54,0.00,14
Coffee,bind_stats,22,0.86,0.27,0.09,19
Coffee,split_stats,16,0.19,0.19,0.06,3
anger,bind_stats,20,0.60,0.25,0.05,12
anger,split_stats,20,0.55,0.65,0.05,11
anger,sunset_stats,24,0.42,0.38,0.00,10
Marin,bind_stats,22,0.64,0.18,0.05,14
Marin,lotus_stats,22,0.91,0.14,0.05,20
Marin,split_stats,19,0.47,0.26,0.05,9
ZIDIAN,bind_stats,37,0.68,0.27,0.08,15
ZIDIAN,icebox_stats,19,0.84,0.47,0.05,16
ZIDIAN,lotus_stats,40,0.78,0.50,0.10,20
ZIDIAN,split_stats,15,0.33,0.33,0.07,5
habibti,bind_stats,44,0.75,0.11,0.11,19
habibti,icebox_stats,45,0.80,0.24,0.09,19
habibti,split_stats,22,1.05,0.23,0.14,23
Axuspes,bind_stats,17,0.65,0.06,0.12,11
Axuspes,breeze_stats,30,0.70,0.27,0.23,21
Axuspes,lotus_stats,23,0.48,0.17,0.13,11
BlackMoose,bind_stats,23,0.65,0.30,0.09,15
BlackMoose,lotus_stats,20,0.65,0.10,0.25,13
denji,bind_stats,17,0.53,0.41,0.00,9
denji,sunset_stats,17,0.47,0.41,0.00,8
dwepii,bind_stats,20,0.85,0.10,0.25,17
