,,RND,KPR,APR,FKPR,KMAX
Life,lotus_stats,23,0.70,0.09,0.04,16
Life,split_stats,19,0.68,0.21,,13
Life,sunset_stats,34,0.94,0.12,0.17,18
ZmjjKK,ascent_stats,66,0.95,0.27,,27
ZmjjKK,bind_stats,63,0.78,0.54,0.14,21
ZmjjKK,breeze_stats,45,1.02,0.11,0.21,30
ZmjjKK,icebox_stats,57,0.79,0.16,0.19,25
ZmjjKK,split_stats,83,1.00,0.31,0.23,30
ZmjjKK,sunset_stats,81,0.89,0.12,0.16,26
Haodong,ascent_stats,66,0.70,0.45,,20
Haodong,bind_stats,63,0.70,0.30,0.14,19
Haodong,breeze_stats,45,0.49,0.18,0.11,13
Haodong,icebox_stats,57,0.40,0.30,0.06,13
Haodong,split_stats,83,0.48,0.29,0.05,14
Haodong,sunset_stats,81,0.52,0.32,0.03,14
CB,ascent_stats,58,0.88,0.28,,24
CB,bind_stats,22,0.91,0.23,,20
CB,lotus_stats,52,0.67,0.27,,16
CB,split_stats,18,0.72,0.28,,13
CB,sunset_stats,21,0.57,0.29,,12
Agla,bind_stats,16,1.19,0.38,0.50,19
Agla,icebox_stats,24,0.58,0.21,0.04,14
Agla,lotus_stats,16,0.38,0.19,0.06,6
YoZeii,bind_stats,22,1.18,0.18,0.05,26
YoZeii,split_stats,16,0.69,0.31,0.06,11
Ayaka,bind_stats,16,1.25,0.38,0.06,20
Ayaka,icebox_stats,24,0.75,0.17,0.04,18
Ayaka,lotus_stats,16,0.44,0.56,0.06,7
Laleh,bind_stats,17,1.29,0.41,0.12,22
Laleh,breeze_stats,30,0.63,0.30,0.07,19
Laleh,lotus_stats,23,0.65,0.22,0.13,15
Boaster,bind_stats,18,0.89,0.44,0.06,16
Boaster,breeze_stats,37,0.49,0.24,0.11,12
Boaster,icebox_stats,17,0.29,0.41,0.06,5
Boaster,lotus_stats,100,0.63,0.45,0.07,21
Boaster,split_stats,61,0.54,0.41,0.07,14
Lime,bind_stats,42,1.10,0.31,0.14,23
Lime,breeze_stats,21,0.71,0.33,0.00,15
Lime,icebox_stats,42,1.07,0.19,0.21,24
Lime,lotus_stats,18,0.94,0.22,0.33,17
Lime,split_stats,17,0.24,0.29,0.00,4
Lime,sunset_stats,41,0.63,0.20,0.12,16
NezhaaPotz,bind_stats,17,1.41,0.24,0.24,24
NezhaaPotz,icebox_stats,19,0.68,0.58,0.11,13
Katsura,bind_stats,20,1.15,0.65,0.10,23
Katsura,icebox_stats,21,0.52,0.10,0.05,11
Katsura,lotus_stats,20,0.55,0.30,0.15,11
Katsura,split_stats,44,0.64,0.27,0.02,16
catalina,bind_stats,16,1.13,0.44,0.06,18
catalina,split_stats,16,0.81,0.50,0.13,13
Wo0t,bind_stats,20,1.15,0.25,0.15,23
Wo0t,sunset_stats,15,0.73,1.27,0.07,11
ary,bind_stats,16,1.25,0.31,0.31,20
ary,split_stats,16,0.88,0.31,0.13,14
Vims,bind_stats,15,0.53,0.27,0.07,8
Vims,lotus_stats,19,0.68,0.11,0.00,13
Vims,sunset_stats,15,1.00,0.07,0.00,15
drz,bind_stats,23,1.09,0.22,0.09,25
Tag,bind_stats,41,0.93,0.46,0.10,20
Tag,breeze_stats,53,0.83,0.34,0.11,18
Tag,icebox_stats,22,0.73,0.36,0.00,16
Tag,split_stats,54,0.76,0.35,0.09,15
Tag,sunset_stats,16,0.56,0.25,0.13,9
bucher,bind_stats,21,1.19,0.14,0.14,25
bucher,icebox_stats,22,0.73,0.05,0.00,16
bucher,lotus_stats,42,0.74,0.17,0.07,18
bucher,split_stats,26,0.58,0.23,0.04,15
bucher,sunset_stats,42,0.55,0.10,0.05,14
Mercure,bind_stats,22,0.82,0.36,0.09,18
Mercure,split_stats,16,1.00,0.31,0.13,16
Fizzy,bind_stats,45,0.80,0.20,0.09,26
Fizzy,breeze_stats,26,0.85,0.35,0.12,22
Fizzy,lotus_stats,20,0.50,0.40,0.10,10
Fizzy,split_stats,42,0.90,0.26,0.10,22
Fizzy,sunset_stats,15,1.20,0.40,0.20,18
woody,bind_stats,40,0.95,0.28,0.08,21
woody,breeze_stats,18,0.89,0.28,0.11,16
woody,icebox_stats,80,0.65,0.24,0.03,14
woody,lotus_stats,152,0.86,0.17,0.09,28
woody,split_stats,40,0.78,0.25,0.13,16
woody,sunset_stats,23,0.78,0.48,0.09,18
Alfajer,bind_stats,18,0.83,0.56,0.00,15
Alfajer,breeze_stats,37,0.59,0.05,0.05,15
Alfajer,icebox_stats,17,0.53,0.12,0.00,9
Alfajer,lotus_stats,100,0.76,0.16,0.11,24
Alfajer,split_stats,61,0.79,0.11,0.18,21
Tyler,bind_stats,23,1.00,0.26,0.17,23
Tyler,lotus_stats,20,0.30,0.75,0.05,6
isa1,bind_stats,24,0.96,0.17,0.25,23
isa1,breeze_stats,50,0.80,0.12,0.16,23
isa1,icebox_stats,44,1.02,0.18,0.25,25
isa1,lotus_stats,40,0.58,0.40,0.08,15
isa1,sunset_stats,19,0.84,0.32,0.21,16
Bugsy,bind_stats,68,0.94,0.41,0.12,22
Bugsy,breeze_stats,45,0.58,0.31,0.04,15
Bugsy,lotus_stats,30,0.60,0.17,0.10,11
Bugsy,split_stats,16,0.75,0.00,0.06,12
Bugsy,sunset_stats,28,0.82,0.46,0.07,23
GatsH,bind_stats,42,0.83,0.38,0.10,18
GatsH,breeze_stats,21,0.67,0.14,0.05,14
GatsH,icebox_stats,42,0.50,0.14,0.10,13
GatsH,lotus_stats,18,0.67,0.39,0.06,12
GatsH,split_stats,17,0.29,0.47,0.00,5
GatsH,sunset_stats,41,0.51,0.15,0.02,11
may,bind_stats,16,0.75,0.44,0.13,12
may,icebox_stats,48,0.77,0.10,0.17,19
may,lotus_stats,16,0.75,0.06,0.19,12
f1cio,bind_stats,40,0.88,0.20,0.13,26
f1cio,icebox_stats,38,0.76,0.34,0.13,15
f1cio,lotus_stats,21,0.57,0.19,0.19,12
L1NK,bind_stats,58,0.97,0.28,0.07,36
L1NK,breeze_stats,19,0.47,0.21,0.00,9
L1NK,icebox_stats,37,0.43,0.14,0.11,9
L1NK,lotus_stats,16,0.94,0.13,0.19,15
waddle,bind_stats,41,0.68,0.68,0.07,18
waddle,breeze_stats,53,0.62,0.26,0.08,12
waddle,icebox_stats,22,0.55,0.23,0.00,12
waddle,split_stats,54,0.76,0.22,0.07,16
waddle,sunset_stats,16,0.19,0.31,0.00,3
bless,bind_stats,68,0.82,0.21,0.06,23
bless,breeze_stats,45,0.78,0.18,0.09,19
bless,lotus_stats,30,0.67,0.00,0.03,10
bless,split_stats,16,0.38,0.13,0.00,6
bless,sunset_stats,28,0.68,0.07,0.04,19
Zaki,bind_stats,17,0.76,0.29,0.12,13
Zaki,icebox_stats,19,0.68,0.47,0.05,13
Liminal,bind_stats,24,1.08,0.33,0.17,26
Liminal,icebox_stats,40,1.00,0.05,0.18,24
Liminal,lotus_stats,55,0.73,0.31,0.11,18
Liminal,split_stats,19,1.53,0.05,0.32,29
aduka,bind_stats,21,0.86,0.38,0.14,18
aduka,breeze_stats,20,0.80,0.45,0.15,16
aduka,icebox_stats,87,0.76,0.24,0.14,21
aduka,lotus_stats,81,0.68,0.23,0.07,16
aduka,split_stats,24,0.63,0.25,0.21,15
aduka,sunset_stats,24,0.58,0.42,0.04,14
mada,bind_stats,69,1.04,0.25,0.25,27
mada,breeze_stats,18,1.28,0.00,0.28,23
mada,icebox_stats,15,0.93,0.07,0.27,14
mada,lotus_stats,45,0.91,0.44,0.22,31
mada,split_stats,56,0.96,0.05,0.25,24
brawk,bind_stats,69,0.77,0.32,0.06,22
brawk,breeze_stats,18,0.61,0.17,0.00,11
brawk,icebox_stats,15,0.73,0.47,0.07,11
brawk,lotus_stats,45,0.64,0.24,0.02,18
brawk,split_stats,56,0.57,0.61,0.05,14
caydeN,bind_stats,41,0.78,0.61,0.05,23
caydeN,breeze_stats,53,0.68,0.38,0.06,13
caydeN,icebox_stats,22,0.36,0.86,0.05,8
caydeN,split_stats,54,0.61,0.46,0.07,13
caydeN,sunset_stats,16,0.63,0.38,0.00,10
Ooriime,bind_stats,22,0.86,0.18,0.09,19
Ooriime,split_stats,16,0.56,0.19,0.06,9
colby,bind_stats,24,0.92,0.50,0.17,22
colby,icebox_stats,40,0.63,0.18,0.05,16
colby,lotus_stats,55,0.78,0.27,0.11,21
colby,split_stats,19,0.32,0.37,0.00,6
lissa,bind_stats,22,1.00,0.27,0.00,22
lissa,lotus_stats,16,0.50,0.13,0.06,8
CANADIAN,bind_stats,28,1.04,0.11,0.36,29
CANADIAN,lotus_stats,21,0.81,0.24,0.14,17
srN,bind_stats,70,1.01,0.26,0.29,36
srN,breeze_stats,38,1.00,0.21,0.37,24
srN,icebox_stats,20,0.95,0.25,0.15,19
srN,lotus_stats,70,0.96,0.31,0.27,25
srN,split_stats,48,0.73,0.23,0.17,22
srN,sunset_stats,39,1.03,0.31,0.36,22
Surf,bind_stats,43,0.88,0.37,0.14,23
Surf,icebox_stats,19,0.74,0.21,0.05,14
Surf,lotus_stats,44,0.30,0.11,0.00,7
Palette,bind_stats,19,0.74,0.79,0.05,14
Palette,sunset_stats,19,0.53,0.21,0.11,10
A1D,bind_stats,22,0.95,0.36,0.05,21
A1D,icebox_stats,24,0.88,0.17,0.00,21
A1D,lotus_stats,41,0.61,0.05,0.07,14
A1D,split_stats,41,0.59,0.27,0.00,12
A1D,sunset_stats,37,0.30,0.19,0.11,6
ALEKSANDAR,bind_stats,22,0.95,0.27,0.18,21
ALEKSANDAR,icebox_stats,24,0.63,0.04,0.21,15
ALEKSANDAR,lotus_stats,41,1.07,0.15,0.07,26
ALEKSANDAR,split_stats,41,0.85,0.22,0.12,25
ALEKSANDAR,sunset_stats,37,0.76,0.11,0.08,19
Nythan,bind_stats,40,0.78,0.43,0.05,16
Nythan,breeze_stats,18,1.00,0.61,0.22,18
Nythan,icebox_stats,80,0.76,0.31,0.11,18
Nythan,lotus_stats,152,0.72,0.40,0.08,24
Nythan,split_stats,40,0.63,0.35,0.03,17
Nythan,sunset_stats,23,0.65,0.30,0.04,15
Docks,bind_stats,24,0.67,0.29,0.00,16
Docks,lotus_stats,18,0.72,0.28,0.11,13
luiza,bind_stats,24,0.71,0.21,0.13,17
luiza,breeze_stats,50,0.50,0.18,0.04,13
luiza,icebox_stats,44,0.70,0.34,0.09,23
luiza,lotus_stats,40,0.93,0.25,0.08,22
luiza,sunset_stats,19,1.00,0.42,0.16,19
Nescargot,bind_stats,16,0.63,0.31,0.00,10
Nescargot,icebox_stats,24,0.63,0.00,0.08,15
Nescargot,lotus_stats,16,0.81,0.19,0.13,13
Ange,bind_stats,24,0.71,0.29,0.04,17
Ange,breeze_stats,28,0.43,0.25,0.11,12
Ange,icebox_stats,59,0.61,0.34,0.10,14
Ange,lotus_stats,48,0.71,0.25,0.06,17
Ange,split_stats,62,0.56,0.31,0.03,16
Ange,sunset_stats,40,0.65,0.35,0.13,13
Click,bind_stats,48,1.08,0.13,0.33,27
Click,lotus_stats,46,0.93,0.15,0.28,29
Click,split_stats,62,0.87,0.21,0.21,22
Click,sunset_stats,54,1.04,0.11,0.33,21
CRUNCH,bind_stats,26,0.85,0.08,0.12,22
CRUNCH,icebox_stats,46,0.83,0.11,0.17,26
CRUNCH,lotus_stats,22,0.73,0.14,0.18,16
CRUNCH,split_stats,15,0.47,0.13,0.00,7
Atenazzz,bind_stats,16,0.81,0.19,0.06,13
Atenazzz,split_stats,16,1.00,0.19,0.13,16
LiriLia,bind_stats,22,0.73,0.50,0.23,16
LiriLia,lotus_stats,19,0.53,0.42,0.05,10
WanZeru,bind_stats,21,0.86,0.24,0.10,18
WanZeru,lotus_stats,15,0.73,0.13,0.07,11
Alicita,bind_stats,16,0.88,0.38,0.00,14
Alicita,icebox_stats,24,0.67,0.33,0.08,16
Alicita,lotus_stats,16,0.31,0.31,0.00,5
DaviH,bind_stats,64,0.81,0.27,0.08,19
DaviH,lotus_stats,43,0.70,0.37,0.02,16
DaviH,sunset_stats,33,0.33,0.15,0.00,7
Insider,bind_stats,58,0.90,0.19,0.14,30
Insider,breeze_stats,19,0.89,0.37,0.16,17
Insider,icebox_stats,16,0.75,0.13,0.13,12
Insider,lotus_stats,16,0.63,0.50,0.06,10
Insider,split_stats,24,0.42,0.29,0.17,10
iluri,bind_stats,45,0.80,0.40,0.02,21
iluri,breeze_stats,26,0.88,0.35,0.08,23
iluri,lotus_stats,20,0.60,0.15,0.05,12
iluri,split_stats,42,0.83,0.21,0.14,21
iluri,sunset_stats,15,0.53,0.20,0.00,8
lumieexy,bind_stats,20,0.75,0.55,0.05,15
lumieexy,lotus_stats,39,0.51,0.18,0.03,14
lumieexy,sunset_stats,33,0.85,0.15,0.06,15
grahams,bind_stats,20,0.95,0.30,0.15,19
grahams,breeze_stats,24,1.42,0.17,0.13,34
grahams,lotus_stats,68,0.96,0.50,0.12,20
grahams,sunset_stats,59,0.83,0.17,0.08,23
Jelly,bind_stats,70,0.86,0.24,0.13,23
Jelly,breeze_stats,38,1.24,0.47,0.13,25
Jelly,icebox_stats,20,0.80,0.15,0.15,16
Jelly,lotus_stats,70,0.87,0.30,0.11,20
Jelly,split_stats,48,0.85,0.40,0.19,26
Jelly,sunset_stats,39,0.87,0.38,0.08,19
Cfax,bind_stats,26,0.92,0.08,0.04,24
Cfax,icebox_stats,28,0.68,0.07,0.00,19
Cfax,split_stats,15,0.73,0.13,0.13,11
H1ber,bind_stats,42,0.74,0.29,0.05,16
H1ber,breeze_stats,21,0.71,0.10,0.00,15
H1ber,icebox_stats,42,0.67,0.26,0.05,14
H1ber,lotus_stats,18,0.94,0.22,0.00,17
H1ber,split_stats,17,0.76,0.24,0.12,13
H1ber,sunset_stats,41,0.61,0.12,0.05,15
NOVAE,bind_stats,16,1.00,0.19,0.25,16
NOVAE,split_stats,19,1.11,0.16,0.26,21
tok1o,bind_stats,18,0.94,0.17,0.06,17
tok1o,sunset_stats,23,0.70,0.22,0.26,16
Hakka,bind_stats,21,0.71,0.38,0.10,15
Hakka,breeze_stats,20,0.65,0.20,0.00,13
Hakka,icebox_stats,87,0.56,0.29,0.03,17
Hakka,lotus_stats,81,0.49,0.27,0.09,12
Hakka,split_stats,24,0.58,0.38,0.04,14
Hakka,sunset_stats,24,0.46,0.54,0.13,11
DataKiller,bind_stats,26,0.81,0.42,0.00,21
DataKiller,icebox_stats,28,0.82,0.21,0.11,23
DataKiller,split_stats,15,0.67,0.00,0.07,10
sawamura,bind_stats,20,1.10,0.15,0.15,22
sawamura,breeze_stats,24,0.71,0.25,0.17,17
sawamura,lotus_stats,68,0.87,0.18,0.18,19
sawamura,sunset_stats,59,0.69,0.14,0.15,15
BRYAN,bind_stats,22,0.77,0.50,0.18,17
BRYAN,icebox_stats,19,0.63,0.53,0.00,12
fausTao,bind_stats,40,0.85,0.25,0.28,18
fausTao,breeze_stats,18,0.39,0.22,0.11,7
fausTao,icebox_stats,80,0.84,0.13,0.19,22
fausTao,lotus_stats,152,0.76,0.24,0.18,23
fausTao,split_stats,40,0.98,0.18,0.25,27
fausTao,sunset_stats,23,0.57,0.13,0.09,13
VuexLex,bind_stats,22,1.09,0.09,0.18,24
VuexLex,lotus_stats,22,0.45,0.18,0.14,10
VuexLex,split_stats,19,0.89,0.11,0.00,17
Chronicle,bind_stats,18,0.67,0.39,0.11,12
Chronicle,breeze_stats,37,0.70,0.24,0.16,15
Chronicle,icebox_stats,17,0.53,0.24,0.12,9
Chronicle,lotus_stats,100,0.81,0.44,0.16,21
Chronicle,split_stats,61,0.70,0.28,0.03,19
Kel,bind_stats,24,0.83,0.46,0.08,20
Kel,breeze_stats,24,0.42,0.25,0.00,10
kayle,bind_stats,21,0.86,0.19,0.05,18
kayle,breeze_stats,20,0.60,0.25,0.10,12
kayle,icebox_stats,87,0.63,0.21,0.03,17
kayle,lotus_stats,81,0.62,0.22,0.01,15
kayle,split_stats,24,0.63,0.50,0.08,15
kayle,sunset_stats,24,0.63,0.13,0.04,15
Crus,bind_stats,40,0.90,0.23,0.13,20
Crus,icebox_stats,38,0.61,0.47,0.00,16
Crus,lotus_stats,21,0.24,0.48,0.05,5
Kylee,bind_stats,40,0.83,0.15,0.25,18
Kylee,breeze_stats,18,1.06,0.00,0.00,19
Kylee,icebox_stats,80,0.76,0.08,0.08,23
Kylee,lotus_stats,152,0.73,0.38,0.14,26
Kylee,split_stats,40,0.58,0.18,0.08,13
Kylee,sunset_stats,23,0.57,0.26,0.00,13
waved,bind_stats,22,0.86,0.18,0.41,19
waved,lotus_stats,16,0.44,0.25,0.13,7
Heather,bind_stats,45,0.67,0.49,0.02,18
Heather,breeze_stats,37,0.86,0.19,0.05,16
Heather,icebox_stats,20,0.70,0.10,0.10,14
Heather,lotus_stats,138,0.67,0.30,0.10,20
Heather,split_stats,68,0.60,0.43,0.03,19
Heather,sunset_stats,19,0.74,0.32,0.16,14
Filu,bind_stats,41,0.98,0.20,0.29,24
Filu,breeze_stats,53,0.81,0.23,0.13,19
Filu,icebox_stats,22,0.73,0.14,0.23,16
Filu,split_stats,54,1.11,0.20,0.17,26
Filu,sunset_stats,16,1.00,0.13,0.25,16
TheNightChe,bind_stats,22,0.77,0.32,0.05,17
TheNightChe,lotus_stats,22,0.68,0.00,0.05,15
TheNightChe,split_stats,19,0.53,0.26,0.11,10
PapiChulo,bind_stats,56,0.80,0.34,0.02,20
PapiChulo,breeze_stats,22,0.73,0.18,0.09,16
PapiChulo,icebox_stats,78,0.81,0.33,0.04,22
PapiChulo,lotus_stats,33,0.91,0.58,0.00,18
PapiChulo,split_stats,108,0.80,0.33,0.06,21
PapiChulo,sunset_stats,41,0.71,0.20,0.05,16
In0X,bind_stats,43,0.88,0.26,0.37,23
In0X,breeze_stats,19,0.63,0.26,0.05,12
In0X,split_stats,18,0.56,0.17,0.17,10
SimonD4rk,bind_stats,89,0.83,0.16,0.18,25
SimonD4rk,breeze_stats,65,0.75,0.22,0.12,17
SimonD4rk,icebox_stats,40,0.88,0.08,0.08,22
SimonD4rk,lotus_stats,39,0.72,0.21,0.18,15
SimonD4rk,split_stats,108,0.79,0.19,0.08,24
SimonD4rk,sunset_stats,61,0.79,0.20,0.11,23
RESLYDE,bind_stats,19,0.89,0.16,0.21,17
RESLYDE,icebox_stats,19,0.63,0.11,0.00,12
RESLYDE,split_stats,44,0.43,0.11,0.16,12
case,bind_stats,23,0.78,0.22,0.13,18
case,sunset_stats,17,0.47,0.00,0.06,8
PoomOneLove,bind_stats,65,0.72,0.46,0.09,17
PoomOneLove,breeze_stats,48,0.69,0.46,0.06,23
PoomOneLove,lotus_stats,43,0.67,0.28,0.12,15
PoomOneLove,split_stats,26,0.58,0.35,0.04,15
mgS,bind_stats,24,1.00,0.13,0.13,24
mgS,lotus_stats,18,1.22,0.22,0.33,22
Jman,bind_stats,24,0.88,0.13,0.08,21
Jman,lotus_stats,14,0.50,0.29,0.00,7
Teerapong,bind_stats,65,0.97,0.26,0.18,24
Teerapong,breeze_stats,48,1.00,0.40,0.04,28
Teerapong,lotus_stats,43,0.47,0.16,0.07,13
Teerapong,split_stats,26,0.96,0.31,0.15,25
Apl,bind_stats,22,0.86,0.23,0.18,19
Apl,sunset_stats,19,0.68,0.26,0.05,13
Jinggg,bind_stats,45,0.80,0.22,0.09,21
Jinggg,icebox_stats,46,0.67,0.28,0.04,18
Jinggg,lotus_stats,47,0.79,0.15,0.15,19
Jinggg,sunset_stats,21,0.43,0.33,0.05,9
Ivan4ezz,bind_stats,26,0.69,0.35,0.12,18
Leo,bind_stats,18,0.72,0.39,0.06,13
Leo,breeze_stats,37,0.73,0.38,0.03,18
Leo,icebox_stats,69,0.39,0.39,0.03,10
Leo,lotus_stats,41,0.73,0.10,0.00,19
Leo,split_stats,16,0.81,0.13,0.00,13
Leo,sunset_stats,20,0.35,0.25,0.05,7
damaraa,bind_stats,45,0.89,0.11,0.24,23
damaraa,breeze_stats,37,0.89,0.22,0.16,19
damaraa,icebox_stats,20,0.50,0.05,0.10,10
damaraa,lotus_stats,138,0.64,0.23,0.10,27
damaraa,split_stats,68,0.66,0.24,0.09,21
damaraa,sunset_stats,19,0.95,0.21,0.11,18
Drone,bind_stats,24,0.92,0.17,0.17,22
Drone,breeze_stats,28,0.43,0.21,0.00,12
Drone,icebox_stats,59,0.51,0.36,0.08,15
Drone,lotus_stats,48,0.71,0.17,0.13,20
Drone,split_stats,62,0.68,0.19,0.23,18
Drone,sunset_stats,40,0.75,0.38,0.10,19
sickrey,bind_stats,89,0.76,0.42,0.10,23
sickrey,breeze_stats,65,0.85,0.17,0.06,20
sickrey,icebox_stats,40,0.80,0.18,0.10,19
sickrey,lotus_stats,39,0.67,0.51,0.00,16
sickrey,split_stats,108,0.59,0.40,0.06,21
sickrey,sunset_stats,61,0.70,0.39,0.08,16
cohs,bind_stats,17,1.06,0.00,0.24,18
cohs,breeze_stats,17,0.53,0.00,0.12,9
Nexi,bind_stats,56,0.70,0.23,0.04,15
Nexi,breeze_stats,22,0.73,0.27,0.00,16
Nexi,icebox_stats,78,1.06,0.23,0.09,25
Nexi,lotus_stats,33,0.70,0.45,0.09,12
Nexi,split_stats,108,0.70,0.18,0.09,24
Nexi,sunset_stats,41,0.88,0.29,0.10,21
Luwucia,bind_stats,22,0.73,0.05,0.05,16
Luwucia,icebox_stats,22,0.64,0.14,0.05,14
Luwucia,lotus_stats,19,0.53,0.21,0.11,10
Luwucia,sunset_stats,16,0.56,0.06,0.06,9
lover,bind_stats,18,0.83,0.28,0.11,15
lover,lotus_stats,39,0.74,0.28,0.00,16
lover,split_stats,18,0.72,0.22,0.11,13
JonahP,bind_stats,22,0.50,0.73,0.09,11
JonahP,breeze_stats,64,0.61,0.23,0.08,15
JonahP,icebox_stats,37,0.95,0.24,0.14,19
JonahP,lotus_stats,38,0.71,0.24,0.05,16
JonahP,split_stats,92,0.46,0.45,0.03,18
JonahP,sunset_stats,64,0.63,0.27,0.02,18
gin,bind_stats,40,0.83,0.30,0.25,19
gin,icebox_stats,38,0.76,0.21,0.11,15
gin,lotus_stats,21,0.86,0.38,0.29,18
bstrdd,bind_stats,30,0.87,0.13,0.10,26
bstrdd,lotus_stats,19,0.58,0.05,0.21,11
bstrdd,split_stats,22,1.00,0.09,0.23,22
bstrdd,sunset_stats,23,0.96,0.22,0.17,22
ric,bind_stats,20,0.70,0.20,0.05,14
ric,lotus_stats,39,0.64,0.15,0.18,17
ric,sunset_stats,33,0.76,0.21,0.12,19
inq,bind_stats,23,0.74,0.35,0.22,17
Oderus,bind_stats,69,0.67,0.38,0.14,21
Oderus,breeze_stats,18,0.83,0.17,0.11,15
Oderus,icebox_stats,15,0.87,0.27,0.20,13
Oderus,lotus_stats,45,0.60,0.20,0.11,18
Oderus,split_stats,56,0.50,0.52,0.07,14
Flickless,bind_stats,58,0.71,0.43,0.02,27
Flickless,breeze_stats,19,0.84,0.21,0.11,16
Flickless,icebox_stats,37,0.57,0.19,0.05,14
Flickless,lotus_stats,16,0.56,0.13,0.19,9
B1SK,bind_stats,58,0.86,0.17,0.22,31
B1SK,breeze_stats,19,0.63,0.26,0.21,12
B1SK,icebox_stats,16,0.81,0.19,0.13,13
B1SK,lotus_stats,16,0.94,0.56,0.06,15
B1SK,split_stats,24,1.13,0.17,0.17,27
elllement,bind_stats,64,0.77,0.19,0.13,23
elllement,lotus_stats,43,1.30,0.21,0.28,31
elllement,sunset_stats,33,0.55,0.24,0.09,12
antG,bind_stats,22,0.82,0.41,0.14,18
antG,lotus_stats,16,0.56,0.19,0.13,9
pashab,bind_stats,20,0.90,0.20,0.15,18
pashab,split_stats,20,1.15,0.30,0.25,23
pashab,sunset_stats,24,0.96,0.17,0.13,23
demon,bind_stats,23,0.78,0.30,0.13,18
demon,lotus_stats,20,0.55,0.25,0.10,11
Asomy,bind_stats,22,0.86,0.14,0.18,19
Asomy,icebox_stats,22,0.32,0.27,0.00,7
Asomy,lotus_stats,19,0.53,0.58,0.11,10
Asomy,sunset_stats,16,0.38,0.38,0.19,6
SillyShadow,bind_stats,24,0.67,0.50,0.04,16
SillyShadow,lotus_stats,14,0.64,0.07,0.00,9
pyua,bind_stats,24,0.79,0.38,0.17,19
pyua,split_stats,19,0.68,0.16,0.05,13
Techno,bind_stats,78,0.87,0.33,0.06,23
Techno,breeze_stats,24,1.00,0.46,0.04,24
Techno,icebox_stats,118,0.66,0.31,0.05,25
Techno,lotus_stats,36,0.67,0.47,0.03,14
Techno,split_stats,93,0.68,0.42,0.06,20
Chonny,bind_stats,18,0.94,0.28,0.11,17
Chonny,lotus_stats,19,0.47,0.26,0.11,9
ZesBeeW,bind_stats,22,0.73,0.14,0.09,16
ZesBeeW,breeze_stats,47,0.43,0.15,0.13,8
ZesBeeW,lotus_stats,45,0.78,0.31,0.16,24
ZesBeeW,split_stats,48,0.71,0.23,0.04,22
ZesBeeW,sunset_stats,20,0.95,0.10,0.15,19
RSMM,bind_stats,20,0.80,0.20,0.25,16
RSMM,icebox_stats,21,0.86,0.14,0.10,18
RSMM,lotus_stats,20,1.20,0.05,0.15,24
RSMM,split_stats,44,0.64,0.14,0.07,19
paTiTek,bind_stats,24,0.58,0.67,0.04,14
paTiTek,breeze_stats,39,0.51,0.64,0.05,11
paTiTek,icebox_stats,59,0.59,0.41,0.07,13
paTiTek,lotus_stats,97,0.53,0.32,0.06,17
paTiTek,split_stats,58,0.52,0.28,0.05,13
paTiTek,sunset_stats,140,0.61,0.63,0.11,22
Emman,bind_stats,56,0.64,0.41,0.00,16
Emman,breeze_stats,22,0.55,0.09,0.09,12
Emman,icebox_stats,78,0.53,0.26,0.09,12
Emman,lotus_stats,33,0.73,0.33,0.09,14
Emman,split_stats,108,0.65,0.35,0.05,17
Emman,sunset_stats,41,0.71,0.24,0.02,18
isaa,bind_stats,30,0.70,0.23,0.13,21
isaa,breeze_stats,19,0.37,0.11,0.00,7
isaa,lotus_stats,19,0.53,0.21,0.05,10
isaa,split_stats,16,0.63,0.19,0.00,10
isaa,sunset_stats,23,0.43,0.57,0.00,10
sayuri,bind_stats,70,0.50,0.57,0.04,16
sayuri,breeze_stats,38,0.61,0.47,0.00,15
sayuri,icebox_stats,20,0.25,0.30,0.05,5
sayuri,lotus_stats,70,0.59,0.59,0.10,13
sayuri,split_stats,48,0.52,0.38,0.04,13
sayuri,sunset_stats,39,0.46,0.56,0.05,11
vvv,bind_stats,42,0.74,0.26,0.10,16
vvv,breeze_stats,17,0.94,0.12,0.24,16
vvv,lotus_stats,30,0.67,0.43,0.07,20
vvv,split_stats,19,0.74,0.16,0.16,14
aNguiSt,bind_stats,64,0.70,0.20,0.02,21
aNguiSt,lotus_stats,43,0.72,0.16,0.09,16
aNguiSt,sunset_stats,33,0.70,0.12,0.09,14
Dinxx,bind_stats,43,0.86,0.19,0.05,21
Dinxx,breeze_stats,19,1.11,0.16,0.47,21
Dinxx,split_stats,18,0.89,0.28,0.17,16
JKronic,bind_stats,43,0.65,0.49,0.07,16
JKronic,breeze_stats,19,0.53,0.16,0.05,10
JKronic,split_stats,18,0.39,0.67,0.06,7
trent,bind_stats,22,0.73,0.82,0.09,16
trent,breeze_stats,64,0.63,0.17,0.11,16
trent,icebox_stats,37,0.73,0.27,0.05,19
trent,lotus_stats,38,0.61,0.26,0.03,12
trent,split_stats,92,0.72,0.34,0.11,22
trent,sunset_stats,64,0.69,0.31,0.08,17
Kwixy,bind_stats,47,0.74,0.30,0.13,21
Kwixy,breeze_stats,23,0.61,0.39,0.04,14
Kwixy,icebox_stats,39,0.69,0.23,0.05,17
Kwixy,sunset_stats,17,0.53,0.18,0.00,9
JA,bind_stats,56,0.71,0.29,0.14,21
JA,breeze_stats,22,0.64,0.14,0.14,14
